gene_id	chromosome	start	end	strand
GLYMA_01G169000	1	50653808	50653882	+
GLYMA_01G169600	1	50706732	50706883	-
GLYMA_01G174900	1	51147267	51147347	+
GLYMA_01G175400	1	51191752	51194187	+
GLYMA_01G176900	1	51349501	51350017	-
GLYMA_01G178500	1	51466323	51467326	+
GLYMA_01G180900	1	51702437	51702769	-
GLYMA_01G181900	1	51765583	51769499	+
GLYMA_01G182700	1	51814588	51822322	+
GLYMA_01G184400	1	51967605	51967691	+
GLYMA_01G186500	1	52183908	52183976	+
GLYMA_01G192400	1	52672402	52672485	-
GLYMA_01G192500	1	52683340	52683466	+
GLYMA_01G194900	1	52914121	52914610	+
GLYMA_01G198200	1	53216800	53217261	-
GLYMA_01G198300	1	53218470	53218679	-
GLYMA_01G201300	1	53478177	53478601	+
GLYMA_01G201400	1	53479914	53479992	+
GLYMA_01G201600	1	53488095	53488850	+
GLYMA_01G204700	1	53740483	53740712	-
GLYMA_01G210100	1	54150784	54150886	+
GLYMA_01G212100	1	54367014	54367160	+
GLYMA_01G212900	1	54423391	54423473	+
GLYMA_01G213300	1	54467245	54468561	-
GLYMA_01G218300	1	54841347	54841508	+
GLYMA_01G219500	1	54901443	54901578	+
GLYMA_01G221700	1	55085452	55085542	+
GLYMA_01G225300	1	55410787	55412526	-
GLYMA_01G230300	1	55780172	55780278	-
GLYMA_01G230400	1	55783672	55784865	+
GLYMA_01G233000	1	55942097	55943392	-
GLYMA_01G237200	1	56225857	56226004	+
GLYMA_01G237400	1	56235104	56235204	-
GLYMA_01G237600	1	56244087	56244241	-
GLYMA_01G241800	1	56556765	56557257	+
GLYMA_01G242100	1	56568181	56568344	-
GLYMA_01G242900	1	56609634	56610413	-
GLYMA_01G243300	1	56621536	56622227	-
GLYMA_01G245100	1	56740089	56740829	-
GLYMA_10G000100	10	7060	7599	-
GLYMA_10G000600	10	85819	87286	-
GLYMA_10G002900	10	299680	300131	+
GLYMA_10G009800	10	917688	918460	-
GLYMA_10G009900	10	926653	926862	+
GLYMA_10G011500	10	1081174	1083279	+
GLYMA_10G011900	10	1104140	1105020	+
GLYMA_10G018300	10	1593639	1596133	+
GLYMA_10G018700	10	1625101	1625177	-
GLYMA_10G021400	10	1858699	1859327	+
GLYMA_10G021900	10	1914264	1916191	-
GLYMA_10G025500	10	2215150	2215550	+
GLYMA_10G027100	10	2382288	2383833	+
GLYMA_10G027900	10	2431033	2431143	-
GLYMA_10G028800	10	2512983	2513517	+
GLYMA_10G029100	10	2546478	2546622	+
GLYMA_10G031500	10	2749841	2749973	+
GLYMA_10G038300	10	3396143	3396516	-
GLYMA_10G041500	10	3662433	3663288	+
GLYMA_10G041900	10	3747414	3747667	+
GLYMA_10G054400	10	4943172	4943493	+
GLYMA_10G058600	10	5419394	5420228	+
GLYMA_10G064200	10	6078671	6079133	+
GLYMA_10G066100	10	6399611	6401420	+
GLYMA_10G073300	10	7539828	7540026	+
GLYMA_10G074600	10	7701612	7702520	-
GLYMA_10G088800	10	11825287	11827431	+
GLYMA_10G090300	10	12053851	12054239	-
GLYMA_10G093300	10	13213224	13213333	-
GLYMA_10G098400	10	17005128	17006094	+
GLYMA_10G104300	10	22650397	22661177	-
GLYMA_10G119200	10	30381927	30385482	-
GLYMA_10G126900	10	33782047	33782237	-
GLYMA_10G127000	10	33809039	33810499	+
GLYMA_10G127700	10	34002242	34002400	+
GLYMA_10G128300	10	34134553	34137313	+
GLYMA_10G135300	10	36383899	36384711	-
GLYMA_10G138800	10	37245789	37245926	+
GLYMA_10G139400	10	37323208	37323512	+
GLYMA_10G139500	10	37326015	37326308	-
GLYMA_10G143700	10	37835425	37835513	+
GLYMA_10G147000	10	38230659	38231154	+
GLYMA_10G149000	10	38432731	38432936	-
GLYMA_10G150900	10	38601792	38602234	-
GLYMA_10G151500	10	38651452	38651769	-
GLYMA_10G152300	10	38717556	38717690	+
GLYMA_10G153000	10	38769489	38771610	+
GLYMA_10G153600	10	38863718	38864959	-
GLYMA_10G153900	10	38899254	38899523	-
GLYMA_10G154100	10	38927499	38927609	-
GLYMA_10G156400	10	39059028	39059108	+
GLYMA_10G156900	10	39127716	39127837	+
GLYMA_10G165800	10	40001346	40001664	+
GLYMA_10G167700	10	40200190	40200302	+
GLYMA_10G172100	10	40574234	40574355	+
GLYMA_10G182400	10	41573524	41573876	-
GLYMA_10G184400	10	41758690	41758783	+
GLYMA_10G185000	10	41792987	41793207	+
GLYMA_10G187800	10	42083540	42083679	-
GLYMA_10G189200	10	42233337	42233450	-
GLYMA_10G189700	10	42281173	42281306	+
GLYMA_10G192300	10	42469056	42469221	+
GLYMA_10G192800	10	42512070	42512701	+
GLYMA_10G194400	10	42644835	42646190	-
GLYMA_10G196500	10	42797416	42797522	+
GLYMA_10G198300	10	42945937	42948199	-
GLYMA_10G203100	10	43455286	43456737	+
GLYMA_10G203500	10	43477790	43478099	-
GLYMA_10G205600	10	43737141	43738546	+
GLYMA_10G206600	10	43829818	43830209	+
GLYMA_10G206800	10	43850514	43850754	+
GLYMA_10G207600	10	43930275	43933251	+
GLYMA_10G209600	10	44156917	44157009	-
GLYMA_10G211000	10	44343860	44344010	+
GLYMA_10G211800	10	44445458	44445801	+
GLYMA_10G212500	10	44501403	44501552	-
GLYMA_10G213100	10	44556023	44556690	+
GLYMA_10G214200	10	44641096	44642305	+
GLYMA_10G217100	10	44862216	44862300	-
GLYMA_10G218500	10	45051470	45052892	-
GLYMA_10G220100	10	45161394	45161511	+
GLYMA_10G221200	10	45260502	45260570	-
GLYMA_10G222400	10	45366631	45366769	-
GLYMA_10G228900	10	45902220	45903757	-
GLYMA_10G233000	10	46233721	46233862	+
GLYMA_10G235900	10	46496668	46496772	-
GLYMA_10G236900	10	46575303	46575679	+
GLYMA_10G237200	10	46592308	46592562	+
GLYMA_10G237800	10	46622199	46622270	+
GLYMA_10G241400	10	47003009	47005386	+
GLYMA_10G244700	10	47334756	47334860	-
GLYMA_10G244800	10	47347937	47349220	-
GLYMA_10G254400	10	48159711	48160015	-
GLYMA_10G256200	10	48308098	48308158	-
GLYMA_10G262100	10	48690513	48690654	-
GLYMA_10G264600	10	48878598	48881542	-
GLYMA_10G268000	10	49067322	49067933	-
GLYMA_10G272200	10	49435880	49435973	+
GLYMA_10G274700	10	49773604	49773856	-
GLYMA_10G275400	10	49825134	49825674	-
GLYMA_10G276300	10	49876581	49877424	+
GLYMA_10G277500	10	49964743	49965450	+
GLYMA_10G278400	10	50037053	50037303	+
GLYMA_10G279700	10	50119958	50120043	-
GLYMA_10G285400	10	50553763	50553862	+
GLYMA_10G289400	10	50781526	50782673	-
GLYMA_10G290500	10	50866123	50866311	-
GLYMA_10G291900	10	50978812	50978881	+
GLYMA_10G292400	10	51033432	51033515	-
GLYMA_10G294900	10	51192560	51193459	-
GLYMA_10G295000	10	51197996	51198081	+
GLYMA_10G295800	10	51287260	51288015	+
GLYMA_11G000200	11	10821	10921	+
GLYMA_11G001800	11	93563	94034	-
GLYMA_11G004400	11	329835	330168	-
GLYMA_11G004500	11	337184	338108	+
GLYMA_11G006000	11	433779	433878	+
GLYMA_11G007600	11	526399	526465	+
GLYMA_11G009800	11	693306	694561	+
GLYMA_11G010100	11	717109	718123	+
GLYMA_11G014700	11	1019076	1020181	-
GLYMA_11G017700	11	1227344	1227821	+
GLYMA_11G017800	11	1232656	1234373	+
GLYMA_11G018900	11	1323408	1323544	+
GLYMA_11G019700	11	1388926	1389138	-
GLYMA_11G019800	11	1391938	1392604	-
GLYMA_11G022600	11	1624360	1624485	+
GLYMA_11G023300	11	1671675	1672865	-
GLYMA_11G028200	11	2023906	2023983	+
GLYMA_11G028300	11	2028213	2028298	-
GLYMA_11G028600	11	2051133	2051408	+
GLYMA_11G030000	11	2169103	2169358	-
GLYMA_11G037200	11	2686228	2686512	+
GLYMA_11G042800	11	3133194	3133424	-
GLYMA_11G046600	11	3493030	3493119	+
GLYMA_11G050900	11	3802406	3804164	+
GLYMA_11G052500	11	3955326	3955484	-
GLYMA_11G053300	11	4006502	4006997	+
GLYMA_11G054300	11	4094640	4095352	-
GLYMA_11G054500	11	4104931	4106366	-
GLYMA_11G055400	11	4184433	4188722	+
GLYMA_11G058200	11	4390418	4390511	-
GLYMA_11G058800	11	4450990	4451107	+
GLYMA_11G059700	11	4516229	4517446	-
GLYMA_11G061400	11	4595739	4596708	+
GLYMA_11G066900	11	5017513	5017854	+
GLYMA_11G068200	11	5123561	5123643	-
GLYMA_11G068800	11	5176765	5177121	+
GLYMA_11G071900	11	5366100	5367233	+
GLYMA_11G073400	11	5482459	5482828	-
GLYMA_11G079900	11	5999617	6000025	+
GLYMA_11G084000	11	6309197	6310319	-
GLYMA_11G090900	11	6878870	6879200	+
GLYMA_11G092600	11	7024412	7024511	-
GLYMA_11G094800	11	7200269	7200731	+
GLYMA_11G097500	11	7445959	7447024	+
GLYMA_11G098100	11	7466164	7467114	+
GLYMA_11G102700	11	7802491	7802582	-
GLYMA_11G104300	11	7913967	7915007	-
GLYMA_11G106100	11	8077841	8077956	+
GLYMA_11G110700	11	8448086	8449681	+
GLYMA_11G117400	11	8931150	8931422	-
GLYMA_11G117500	11	8933251	8933500	-
GLYMA_11G117600	11	8940806	8941085	-
GLYMA_11G119000	11	9042877	9042984	-
GLYMA_11G121700	11	9299840	9300412	+
GLYMA_11G122800	11	9359004	9359288	-
GLYMA_11G124900	11	9489364	9489940	+
GLYMA_11G133200	11	10184808	10185053	+
GLYMA_11G137900	11	10491532	10491632	-
GLYMA_11G139200	11	10605028	10605269	+
GLYMA_11G148000	11	11418112	11419438	-
GLYMA_11G150100	11	11738908	11741375	+
GLYMA_11G151800	11	12027640	12027829	-
GLYMA_11G156300	11	13562578	13562682	-
GLYMA_11G156900	11	13836218	13836651	-
GLYMA_11G164700	11	15650529	15652751	-
GLYMA_11G165100	11	15724300	15725889	-
GLYMA_11G166300	11	15984969	15987630	+
GLYMA_11G173200	11	18838457	18839086	+
GLYMA_11G173300	11	18849378	18850030	+
GLYMA_11G173800	11	18907394	18908140	-
GLYMA_11G179600	11	24522282	24526309	+
GLYMA_11G183600	11	25136661	25136762	+
GLYMA_11G186500	11	25593339	25593907	+
GLYMA_11G189900	11	26243723	26243850	+
GLYMA_11G190200	11	26277341	26277667	-
GLYMA_11G195900	11	26970152	26970833	-
GLYMA_11G217500	11	31202847	31202930	-
GLYMA_11G220900	11	31613960	31614069	-
GLYMA_11G221400	11	31655310	31656145	-
GLYMA_11G223500	11	31849417	31849546	+
GLYMA_11G225600	11	32072234	32073075	+
GLYMA_11G227900	11	32302473	32303438	-
GLYMA_11G231800	11	32750090	32751193	-
GLYMA_11G234500	11	32969699	32969916	-
GLYMA_11G237400	11	33183824	33183908	-
GLYMA_11G240300	11	33465638	33466467	+
GLYMA_11G243700	11	33752334	33753128	-
GLYMA_11G243800	11	33765679	33765767	+
GLYMA_11G244200	11	33798528	33798837	+
GLYMA_11G245500	11	33895213	33895784	-
GLYMA_11G251200	11	34274047	34274617	+
GLYMA_11G251700	11	34310052	34310489	+
GLYMA_11G252400	11	34352643	34352732	+
GLYMA_11G257000	11	34747793	34748786	-
GLYMA_12G000300	12	19647	19725	+
GLYMA_12G002800	12	226177	226267	-
GLYMA_12G003500	12	289018	289091	-
GLYMA_12G007600	12	561936	562234	-
GLYMA_12G008400	12	619159	619282	-
GLYMA_12G013900	12	1006030	1006127	+
GLYMA_12G014100	12	1021060	1021229	-
GLYMA_12G019000	12	1336140	1336996	-
GLYMA_12G024400	12	1768987	1769086	-
GLYMA_12G028600	12	2135329	2135415	-
GLYMA_12G028800	12	2151298	2151406	-
GLYMA_12G031000	12	2322288	2322363	+
GLYMA_12G033000	12	2495788	2497294	+
GLYMA_12G037300	12	2703777	2703848	+
GLYMA_12G047900	12	3477924	3478170	+
GLYMA_12G048600	12	3505822	3505912	-
GLYMA_12G049900	12	3578279	3578349	+
GLYMA_12G050600	12	3635795	3636038	+
GLYMA_12G061500	12	4490395	4490831	+
GLYMA_12G062100	12	4532419	4532505	-
GLYMA_12G062700	12	4592275	4592406	+
GLYMA_12G062800	12	4604931	4605166	+
GLYMA_12G066300	12	4875580	4877773	-
GLYMA_12G067100	12	4920932	4922184	+
GLYMA_12G069100	12	5066511	5066591	-
GLYMA_12G070700	12	5180788	5180885	+
GLYMA_12G078700	12	6139198	6139400	-
GLYMA_12G079400	12	6202203	6203692	-
GLYMA_12G081300	12	6425054	6425162	+
GLYMA_12G084500	12	6789987	6790915	-
GLYMA_12G085300	12	6885047	6885157	-
GLYMA_12G091100	12	7452458	7452953	+
GLYMA_12G092500	12	7578051	7579997	+
GLYMA_12G095900	12	8048802	8050275	+
GLYMA_12G099300	12	8615150	8615644	+
GLYMA_12G100300	12	8754096	8756210	+
GLYMA_12G104800	12	9504065	9504172	+
GLYMA_12G105200	12	9535541	9535807	+
GLYMA_12G108600	12	9995094	9996543	-
GLYMA_12G113800	12	11166970	11167272	+
GLYMA_12G117500	12	11899261	11900484	-
GLYMA_12G122300	12	13315797	13315881	-
GLYMA_12G131700	12	14890307	14890399	-
GLYMA_12G132000	12	14920934	14921044	-
GLYMA_12G132400	12	14957957	14958067	-
GLYMA_12G135500	12	15834136	15834251	+
GLYMA_12G137100	12	16303812	16304625	-
GLYMA_12G141700	12	17905841	17906038	+
GLYMA_12G142100	12	18035151	18035950	-
GLYMA_12G147400	12	20546871	20547064	-
GLYMA_12G152600	12	23086785	23090507	-
GLYMA_12G159800	12	28362554	28363034	-
GLYMA_12G164700	12	31903367	31904392	-
GLYMA_12G165300	12	31950601	31950793	+
GLYMA_12G166300	12	32066995	32067067	-
GLYMA_12G167200	12	32160879	32161332	-
GLYMA_12G167700	12	32247169	32247379	+
GLYMA_12G183200	12	34407626	34408249	+
GLYMA_12G185400	12	34646923	34647570	-
GLYMA_12G194500	12	35639688	35641061	+
GLYMA_12G195000	12	35668466	35669069	-
GLYMA_12G198100	12	35949962	35950248	-
GLYMA_12G198600	12	35997918	35998040	+
GLYMA_12G200900	12	36178412	36179426	+
GLYMA_12G202000	12	36237862	36237950	-
GLYMA_12G213900	12	37311966	37312085	-
GLYMA_12G215300	12	37451010	37451590	-
GLYMA_12G218900	12	37840760	37840858	+
GLYMA_12G221500	12	38084211	38084324	-
GLYMA_12G224600	12	38413103	38413234	+
GLYMA_12G226200	12	38577934	38578135	-
GLYMA_12G226400	12	38614490	38615408	-
GLYMA_12G227400	12	38724570	38724766	-
GLYMA_12G228100	12	38800438	38801414	-
GLYMA_12G235700	12	39468961	39469078	+
GLYMA_12G237100	12	39599048	39599269	+
GLYMA_12G241000	12	39955078	39956296	-
GLYMA_12G241800	12	40011240	40011306	+
GLYMA_12G242200	12	40052022	40052106	+
GLYMA_13G000800	13	219004	226665	-
GLYMA_13G003400	13	942720	944011	+
GLYMA_13G007000	13	1961110	1961463	-
GLYMA_13G007100	13	1962559	1962634	-
GLYMA_13G023900	13	4176399	4177375	-
GLYMA_13G025300	13	4821777	4821871	-
GLYMA_13G026900	13	6076501	6076784	-
GLYMA_13G028200	13	7358448	7358501	+
GLYMA_13G029600	13	8859135	8859282	-
GLYMA_13G030100	13	9599873	9599979	+
GLYMA_13G031600	13	10248416	10249090	+
GLYMA_13G032700	13	10461963	10462159	+
GLYMA_13G033500	13	10560494	10561829	-
GLYMA_13G037400	13	11677697	11678303	+
GLYMA_13G041200	13	13163515	13163586	+
GLYMA_13G043700	13	13704016	13704511	+
GLYMA_13G044200	13	13769471	13769834	-
GLYMA_13G044600	13	13836325	13836417	+
GLYMA_13G044800	13	13851253	13852623	-
GLYMA_13G052000	13	14889128	14890356	+
GLYMA_13G052500	13	14947284	14947530	-
GLYMA_13G053600	13	15090852	15090944	+
GLYMA_13G054400	13	15166137	15166229	-
GLYMA_13G058200	13	15576938	15577120	+
GLYMA_13G059400	13	15684996	15686495	+
GLYMA_13G060300	13	15763885	15763975	+
GLYMA_13G060400	13	15775744	15775852	+
GLYMA_13G062000	13	15955129	15955236	-
GLYMA_13G063100	13	16117806	16118462	-
GLYMA_13G067100	13	16679336	16679560	-
GLYMA_13G070200	13	17035438	17036627	-
GLYMA_13G072700	13	17410157	17410260	-
GLYMA_13G076100	13	18013748	18013910	+
GLYMA_13G079900	13	18635684	18637546	-
GLYMA_13G080500	13	18711179	18711968	-
GLYMA_13G081500	13	19043693	19043795	+
GLYMA_13G085200	13	19668058	19668843	+
GLYMA_13G086800	13	19879955	19880122	+
GLYMA_13G092500	13	20720917	20721081	+
GLYMA_13G095400	13	21027790	21027967	+
GLYMA_13G096400	13	21132672	21133906	+
GLYMA_13G097900	13	21322204	21323234	+
GLYMA_13G098900	13	21405338	21405584	+
GLYMA_13G099400	13	21443005	21443146	+
GLYMA_13G099700	13	21510573	21511204	-
GLYMA_13G101800	13	21718212	21718769	+
GLYMA_13G102700	13	21774906	21775089	-
GLYMA_13G104000	13	21871348	21871987	+
GLYMA_13G105300	13	21976939	21977034	-
GLYMA_13G107300	13	22175735	22177459	+
GLYMA_13G107500	13	22202181	22203279	-
GLYMA_13G108700	13	22288673	22288746	-
GLYMA_13G111600	13	22511443	22511504	-
GLYMA_13G112100	13	22548288	22549001	+
GLYMA_13G116100	13	22961931	22963048	+
GLYMA_13G117100	13	23037680	23037795	+
GLYMA_13G117300	13	23046648	23046954	-
GLYMA_13G117700	13	23082974	23083201	-
GLYMA_13G118400	13	23115058	23115642	-
GLYMA_13G119600	13	23223649	23224438	-
GLYMA_13G124100	13	23733648	23735572	+
GLYMA_13G127700	13	24076430	24077208	+
GLYMA_13G129300	13	24220344	24221282	+
GLYMA_13G131200	13	24391428	24391497	+
GLYMA_13G135800	13	24822244	24822468	-
GLYMA_13G137500	13	25029508	25029583	-
GLYMA_13G141000	13	25377499	25377990	-
GLYMA_13G141100	13	25388252	25390457	-
GLYMA_13G146800	13	25987148	25988797	+
GLYMA_13G147400	13	26071199	26071302	-
GLYMA_13G147800	13	26126892	26127410	-
GLYMA_13G148000	13	26147000	26147127	-
GLYMA_13G149100	13	26271202	26271394	+
GLYMA_13G150600	13	26414136	26414202	+
GLYMA_13G150900	13	26461740	26462515	+
GLYMA_13G151200	13	26538786	26540462	+
GLYMA_13G152400	13	26702352	26702881	-
GLYMA_13G157200	13	27226895	27226974	-
GLYMA_13G158700	13	27391309	27391563	+
GLYMA_13G160600	13	27625869	27626909	-
GLYMA_13G161700	13	27735329	27735936	+
GLYMA_13G162300	13	27775261	27777316	-
GLYMA_13G167300	13	28188626	28189472	+
GLYMA_13G167500	13	28199494	28200162	-
GLYMA_13G169500	13	28351115	28354928	-
GLYMA_13G178000	13	29185617	29186862	-
GLYMA_13G182800	13	29588816	29589336	-
GLYMA_13G187200	13	30107690	30108665	+
GLYMA_13G190500	13	30414412	30414661	-
GLYMA_13G191700	13	30498348	30498859	-
GLYMA_13G191900	13	30512660	30513075	-
GLYMA_13G198000	13	31189186	31190216	-
GLYMA_13G200800	13	31439770	31441590	+
GLYMA_13G212600	13	32620099	32620265	+
GLYMA_13G217800	13	33096723	33096905	+
GLYMA_13G223300	13	33612001	33614787	-
GLYMA_13G232200	13	34346752	34347440	+
GLYMA_13G232600	13	34360535	34361420	-
GLYMA_13G233300	13	34409184	34409269	+
GLYMA_13G233400	13	34416610	34416938	+
GLYMA_13G237100	13	34745856	34745926	-
GLYMA_13G237400	13	34762732	34764088	-
GLYMA_13G242600	13	35214717	35214919	-
GLYMA_13G247300	13	35582540	35582676	+
GLYMA_13G247400	13	35591889	35591985	-
GLYMA_13G250600	13	35805648	35805767	+
GLYMA_13G251300	13	35845340	35845444	+
GLYMA_13G253500	13	35966783	35966901	-
GLYMA_13G256000	13	36151165	36151332	-
GLYMA_13G259300	13	36367826	36367955	-
GLYMA_13G262100	13	36587177	36587496	-
GLYMA_13G263600	13	36689222	36689969	+
GLYMA_13G266800	13	36993999	36994367	-
GLYMA_13G266900	13	36997277	36997540	-
GLYMA_13G269900	13	37193948	37194041	+
GLYMA_13G272500	13	37447785	37448926	-
GLYMA_13G273600	13	37530022	37530473	-
GLYMA_13G275800	13	37722091	37722200	+
GLYMA_13G276500	13	37796130	37796224	-
GLYMA_13G277000	13	37849973	37850185	+
GLYMA_13G278200	13	37931852	37931991	-
GLYMA_13G278900	13	37999568	38000379	+
GLYMA_13G283400	13	38476470	38477215	-
GLYMA_13G283900	13	38494181	38495055	-
GLYMA_13G286300	13	38697477	38698014	+
GLYMA_13G295000	13	39431831	39432260	-
GLYMA_13G296400	13	39548022	39549708	-
GLYMA_13G303600	13	40063180	40066138	+
GLYMA_13G310400	13	40591443	40592124	+
GLYMA_13G311700	13	40702547	40704122	+
GLYMA_13G314500	13	40990631	40990905	-
GLYMA_13G314600	13	40994539	40995947	-
GLYMA_13G315300	13	41044030	41044105	-
GLYMA_13G325200	13	42039197	42039311	+
GLYMA_13G328200	13	42288616	42288810	-
GLYMA_13G328900	13	42344310	42345815	+
GLYMA_13G330000	13	42456435	42456539	+
GLYMA_13G337900	13	43069433	43069546	-
GLYMA_13G340200	13	43221329	43221863	-
GLYMA_13G340800	13	43274640	43275721	+
GLYMA_13G344300	13	43532621	43533294	+
GLYMA_13G350600	13	44002969	44003360	-
GLYMA_13G355100	13	44380893	44381237	-
GLYMA_13G357700	13	44548834	44549093	+
GLYMA_13G359500	13	44676178	44676315	+
GLYMA_13G359600	13	44680533	44680680	+
GLYMA_13G361300	13	44826969	44827071	+
GLYMA_13G365500	13	45159442	45164603	+
GLYMA_13G366400	13	45224628	45224731	-
GLYMA_13G367000	13	45259793	45260611	+
GLYMA_13G367100	13	45264038	45265190	+
GLYMA_13G367400	13	45304462	45304542	-
GLYMA_13G371200	13	45637816	45637920	-
GLYMA_14G000700	14	103048	103125	+
GLYMA_14G003300	14	312521	314611	+
GLYMA_14G006800	14	537465	538158	+
GLYMA_14G009300	14	730294	730490	-
GLYMA_14G010200	14	788518	789181	+
GLYMA_14G011300	14	862798	865200	+
GLYMA_14G012100	14	914657	915643	+
GLYMA_14G021200	14	1492100	1492625	-
GLYMA_14G024700	14	1781136	1781279	+
GLYMA_14G027300	14	1976507	1977358	+
GLYMA_14G029800	14	2165561	2165804	-
GLYMA_14G036200	14	2700860	2701218	+
GLYMA_14G039800	14	2973039	2973188	-
GLYMA_14G041000	14	3084223	3085135	-
GLYMA_14G042800	14	3269544	3269692	+
GLYMA_14G054900	14	4379920	4380899	+
GLYMA_14G062200	14	5073052	5073245	-
GLYMA_14G066400	14	5469894	5470476	-
GLYMA_14G067900	14	5681416	5681519	-
GLYMA_14G070200	14	5899907	5900091	+
GLYMA_14G071100	14	5976160	5976260	-
GLYMA_14G072200	14	6063213	6063307	-
GLYMA_14G074500	14	6234783	6235226	-
GLYMA_14G075900	14	6362613	6362976	-
GLYMA_14G081600	14	7068192	7068335	+
GLYMA_14G082200	14	7103795	7104462	+
GLYMA_14G087600	14	7852092	7853567	-
GLYMA_14G090000	14	8186516	8186655	-
GLYMA_14G090400	14	8253694	8253780	+
GLYMA_14G095400	14	8879053	8879118	-
GLYMA_14G099000	14	9510619	9510686	-
GLYMA_14G103000	14	10303790	10304289	-
GLYMA_14G103500	14	10435282	10446891	+
GLYMA_14G103600	14	10447345	10447632	+
GLYMA_14G105500	14	10876424	10878564	-
GLYMA_14G109000	14	12022266	12022970	-
GLYMA_14G120700	14	17136128	17136267	-
GLYMA_14G122200	14	17804107	17805506	-
GLYMA_14G132800	14	22785062	22786071	-
GLYMA_14G133700	14	23230536	23231539	+
GLYMA_14G134900	14	23567881	23567973	+
GLYMA_14G139100	14	26624509	26624588	+
GLYMA_14G141800	14	28566846	28567450	+
GLYMA_14G150200	14	32450866	32452018	-
GLYMA_14G150600	14	32537185	32537695	-
GLYMA_14G153400	14	33361904	33362071	+
GLYMA_14G154400	14	33570809	33570938	+
GLYMA_14G154300	14	33571749	33572530	-
GLYMA_14G158300	14	35024953	35025473	-
GLYMA_14G164600	14	40560196	40560283	+
GLYMA_14G166900	14	41257744	41258336	-
GLYMA_14G168000	14	41656222	41657883	+
GLYMA_14G168800	14	41801282	41801378	+
GLYMA_14G177900	14	43783140	43783251	+
GLYMA_14G181400	14	44427214	44428122	-
GLYMA_14G181500	14	44433196	44433309	-
GLYMA_14G183300	14	44687013	44687172	+
GLYMA_14G183500	14	44707100	44708619	-
GLYMA_14G185200	14	44893797	44894073	+
GLYMA_14G185800	14	44998106	44999038	-
GLYMA_14G186000	14	45011917	45012605	-
GLYMA_14G186800	14	45127046	45127129	-
GLYMA_14G189600	14	45451982	45452529	+
GLYMA_14G191300	14	45600188	45600295	-
GLYMA_14G192300	14	45695567	45695720	+
GLYMA_14G193700	14	45846081	45846283	+
GLYMA_14G203100	14	46804027	46805627	-
GLYMA_14G209700	14	47498873	47499893	-
GLYMA_14G210200	14	47540621	47542756	-
GLYMA_14G210600	14	47559648	47560016	-
GLYMA_14G210900	14	47588919	47589078	+
GLYMA_14G211700	14	47656612	47657118	-
GLYMA_14G215700	14	48022126	48022225	-
GLYMA_14G216100	14	48041828	48041990	-
GLYMA_14G218200	14	48347590	48347704	-
GLYMA_14G220400	14	48541384	48542231	-
GLYMA_14G223000	14	48812555	48812678	-
GLYMA_14G224400	14	48975329	48976279	+
GLYMA_15G001000	15	116507	116591	+
GLYMA_15G005700	15	497225	497344	+
GLYMA_15G009900	15	760898	762628	-
GLYMA_15G010200	15	786635	786802	-
