gene_id	chromosome	start	end	strand
Solyc01g080040.3	SL4.0ch01	71740024	71742848	+
Solyc01g080360.3	SL4.0ch01	72188239	72188397	+
Solyc01g080540.3	SL4.0ch01	72366332	72366529	+
Solyc01g081010.4	SL4.0ch01	72893153	72893399	-
Solyc01g081310.3	SL4.0ch01	73127226	73127324	+
Solyc01g081440.3	SL4.0ch01	73235630	73235737	-
Solyc01g081450.3	SL4.0ch01	73246499	73246605	-
Solyc01g081640.4	SL4.0ch01	73419096	73419179	-
Solyc01g074010.4	SL4.0ch01	73770499	73770625	-
Solyc01g086680.4	SL4.0ch01	73894124	73894643	+
Solyc01g087000.3	SL4.0ch01	74178505	74179476	-
Solyc01g087010.3	SL4.0ch01	74184710	74185147	+
Solyc01g088010.1	SL4.0ch01	75094109	75094180	+
Solyc01g088150.3	SL4.0ch01	75242489	75242563	-
Solyc01g088270.3	SL4.0ch01	75311114	75311267	-
Solyc01g088340.2	SL4.0ch01	75361094	75361514	-
Solyc01g088460.3	SL4.0ch01	75508563	75509172	+
Solyc01g150146.1	SL4.0ch01	75524788	75525056	+
Solyc01g088560.3	SL4.0ch01	75581270	75581395	-
Solyc01g088650.4	SL4.0ch01	75662508	75662600	-
Solyc01g088790.2	SL4.0ch01	75778089	75778160	+
Solyc01g088810.4	SL4.0ch01	75791174	75791305	+
Solyc01g089950.3	SL4.0ch01	75891971	75892854	+
Solyc01g090050.4	SL4.0ch01	75974798	75974885	-
Solyc01g090060.1	SL4.0ch01	75976313	75977182	+
Solyc01g090090.3	SL4.0ch01	75986111	75987002	-
Solyc01g090290.4	SL4.0ch01	76200567	76200885	+
Solyc01g090480.4	SL4.0ch01	76398480	76398625	-
Solyc01g090515.1	SL4.0ch01	76417110	76417673	+
Solyc01g090630.4	SL4.0ch01	76522044	76522686	+
Solyc01g090790.4	SL4.0ch01	76714747	76715055	-
Solyc01g091130.4	SL4.0ch01	77078709	77078962	-
Solyc01g091170.3	SL4.0ch01	77107163	77107263	+
Solyc01g091570.3	SL4.0ch01	77416096	77416241	+
Solyc01g094510.2	SL4.0ch01	78218468	78219029	+
Solyc01g094540.4	SL4.0ch01	78231887	78233835	-
Solyc01g094560.4	SL4.0ch01	78250190	78251723	-
Solyc01g094630.3	SL4.0ch01	78326252	78330954	+
Solyc01g094770.4	SL4.0ch01	78447675	78447785	-
Solyc01g094780.4	SL4.0ch01	78451046	78451132	-
Solyc01g094800.4	SL4.0ch01	78469831	78469983	+
Solyc01g095490.3	SL4.0ch01	78994053	78994141	+
Solyc01g095560.3	SL4.0ch01	79036651	79036745	+
Solyc01g095590.3	SL4.0ch01	79071644	79071739	+
Solyc01g096370.4	SL4.0ch01	79711777	79712019	+
Solyc01g097360.4	SL4.0ch01	80517929	80518022	+
Solyc01g098530.3	SL4.0ch01	81285684	81285810	-
Solyc01g098590.3	SL4.0ch01	81332142	81332319	+
Solyc01g098800.4	SL4.0ch01	81479242	81479368	-
Solyc01g098960.3	SL4.0ch01	81585622	81585822	+
Solyc01g099230.3	SL4.0ch01	81796287	81796756	+
Solyc01g099480.4	SL4.0ch01	81987084	81987787	+
Solyc01g099520.3	SL4.0ch01	82004417	82004491	-
Solyc01g099640.4	SL4.0ch01	82084978	82090148	-
Solyc01g099940.3	SL4.0ch01	82310291	82311349	-
Solyc01g099950.1	SL4.0ch01	82314126	82315321	-
Solyc01g100110.4	SL4.0ch01	82465111	82465289	-
Solyc01g100180.4	SL4.0ch01	82509378	82510183	-
Solyc01g100290.4	SL4.0ch01	82628551	82628714	+
Solyc01g100370.3	SL4.0ch01	82689481	82689588	+
Solyc01g100400.3	SL4.0ch01	82704697	82705635	-
Solyc01g100690.3	SL4.0ch01	82927636	82928224	+
Solyc01g101010.4	SL4.0ch01	83150372	83150933	-
Solyc01g101130.3	SL4.0ch01	83250556	83251871	-
Solyc01g101250.3	SL4.0ch01	83339355	83339597	-
Solyc01g102280.3	SL4.0ch01	83370173	83370341	-
Solyc01g102640.2	SL4.0ch01	83668180	83669248	+
Solyc01g102660.4	SL4.0ch01	83683298	83683438	+
Solyc01g103020.4	SL4.0ch01	83963806	83964397	+
Solyc01g103090.4	SL4.0ch01	84033250	84034848	-
Solyc01g103180.4	SL4.0ch01	84122258	84122344	+
Solyc01g150153.1	SL4.0ch01	84210057	84210316	+
Solyc01g103480.3	SL4.0ch01	84367689	84368221	-
Solyc01g103540.3	SL4.0ch01	84419985	84420785	+
Solyc01g103595.1	SL4.0ch01	84467892	84468013	-
Solyc01g103640.4	SL4.0ch01	84484858	84484956	-
Solyc01g103790.3	SL4.0ch01	84607651	84608770	+
Solyc01g104130.4	SL4.0ch01	84908056	84908777	+
Solyc01g104310.3	SL4.0ch01	85035749	85036745	-
Solyc01g104340.2	SL4.0ch01	85057120	85057292	+
Solyc01g104560.3	SL4.0ch01	85336863	85337300	+
Solyc01g105230.4	SL4.0ch01	85776800	85777321	+
Solyc01g105320.4	SL4.0ch01	85834595	85834684	-
Solyc01g105330.3	SL4.0ch01	85837397	85837592	-
Solyc01g105387.1	SL4.0ch01	85880371	85880448	-
Solyc01g105500.4	SL4.0ch01	85959321	85959395	+
Solyc01g105660.4	SL4.0ch01	86066739	86066908	+
Solyc01g105680.4	SL4.0ch01	86076674	86076805	+
Solyc01g105850.3	SL4.0ch01	86189831	86190271	+
Solyc01g106010.3	SL4.0ch01	86324596	86325152	-
Solyc01g106110.2	SL4.0ch01	86419812	86420769	+
Solyc01g107030.3	SL4.0ch01	87015129	87015652	+
Solyc01g107180.3	SL4.0ch01	87115528	87116335	+
Solyc01g107290.3	SL4.0ch01	87192076	87192164	+
Solyc01g107470.4	SL4.0ch01	87321957	87322115	+
Solyc01g107620.4	SL4.0ch01	87420750	87424725	+
Solyc01g107630.4	SL4.0ch01	87426553	87426777	+
Solyc01g107750.3	SL4.0ch01	87504199	87505652	-
Solyc01g107990.3	SL4.0ch01	87688297	87688466	-
Solyc01g108510.3	SL4.0ch01	88128569	88133117	-
Solyc01g108680.4	SL4.0ch01	88250812	88250880	+
Solyc01g108720.2	SL4.0ch01	88279321	88279448	-
Solyc01g108790.3	SL4.0ch01	88322663	88323043	+
Solyc01g109340.4	SL4.0ch01	88656789	88657522	-
Solyc01g109370.3	SL4.0ch01	88691583	88692109	+
Solyc01g109440.2	SL4.0ch01	88735980	88736155	+
Solyc01g109660.2	SL4.0ch01	88905629	88905949	+
Solyc01g109740.3	SL4.0ch01	88961215	88961283	+
Solyc01g109990.4	SL4.0ch01	89166232	89166361	+
Solyc01g110120.3	SL4.0ch01	89249307	89249373	-
Solyc01g110180.4	SL4.0ch01	89293259	89293441	+
Solyc01g110310.3	SL4.0ch01	89392968	89393069	+
Solyc01g110370.4	SL4.0ch01	89433122	89434603	-
Solyc01g110670.3	SL4.0ch01	89641908	89642003	-
Solyc01g111270.3	SL4.0ch01	89938303	89938401	+
Solyc01g111300.4	SL4.0ch01	89942972	89943040	-
Solyc01g111570.3	SL4.0ch01	90152670	90152824	+
Solyc01g111680.4	SL4.0ch01	90224964	90225092	-
Solyc01g111750.4	SL4.0ch01	90285478	90285807	-
Solyc01g111770.2	SL4.0ch01	90303633	90303727	-
Solyc01g111880.4	SL4.0ch01	90399650	90399850	-
Solyc01g111890.3	SL4.0ch01	90415777	90416376	-
Solyc02g005003.1	SL4.0ch02	5902758	5904439	+
Solyc02g014130.3	SL4.0ch02	13998433	13998525	-
Solyc02g021160.2	SL4.0ch02	20195044	20195643	+
Solyc02g022890.3	SL4.0ch02	22849820	22850220	+
Solyc02g024020.3	SL4.0ch02	23337825	23338672	-
Solyc02g030460.2	SL4.0ch02	24516761	24517823	-
Solyc02g031790.3	SL4.0ch02	25599659	25599921	+
Solyc02g032120.3	SL4.0ch02	26200684	26201381	+
Solyc02g033030.3	SL4.0ch02	28274145	28274413	-
Solyc02g033060.3	SL4.0ch02	28327467	28327879	-
Solyc02g036280.3	SL4.0ch02	29165919	29166045	+
Solyc02g038813.1	SL4.0ch02	30638902	30639021	+
Solyc02g038816.1	SL4.0ch02	30658025	30659172	+
Solyc02g061990.3	SL4.0ch02	31563174	31563442	+
Solyc02g062370.4	SL4.0ch02	31985126	31985224	+
Solyc02g062410.2	SL4.0ch02	32010625	32010892	-
Solyc02g062870.3	SL4.0ch02	32835985	32836072	+
Solyc02g063160.4	SL4.0ch02	33263139	33263216	+
Solyc02g063180.4	SL4.0ch02	33273185	33273264	-
Solyc02g063250.3	SL4.0ch02	33334374	33334486	+
Solyc02g064775.1	SL4.0ch02	33918543	33918640	+
Solyc02g065230.3	SL4.0ch02	34428010	34428091	+
Solyc02g065420.3	SL4.0ch02	34609614	34611841	+
Solyc02g065550.4	SL4.0ch02	34736829	34737563	-
Solyc02g065760.3	SL4.0ch02	34941490	34941599	+
Solyc02g067200.4	SL4.0ch02	35409036	35409224	-
Solyc02g067210.3	SL4.0ch02	35420196	35421575	-
Solyc02g067310.4	SL4.0ch02	35513271	35513359	+
Solyc02g067440.3	SL4.0ch02	35644554	35644807	-
Solyc02g067520.4	SL4.0ch02	35706308	35706891	-
Solyc02g067655.1	SL4.0ch02	35803244	35804339	+
Solyc02g067790.4	SL4.0ch02	35918470	35919101	+
Solyc02g068040.3	SL4.0ch02	36100192	36104064	-
Solyc02g068270.4	SL4.0ch02	36264342	36265295	-
Solyc02g068290.2	SL4.0ch02	36282645	36285639	-
Solyc02g068440.3	SL4.0ch02	36406415	36406654	-
Solyc02g068900.3	SL4.0ch02	36794843	36794889	+
Solyc02g069060.4	SL4.0ch02	37049403	37049620	-
Solyc02g069290.3	SL4.0ch02	37241318	37241399	-
Solyc02g069390.2	SL4.0ch02	37315707	37316638	-
Solyc02g069400.3	SL4.0ch02	37319678	37319759	+
Solyc02g070380.1	SL4.0ch02	38133084	38133214	-
Solyc02g070420.2	SL4.0ch02	38158005	38158073	-
Solyc02g070780.4	SL4.0ch02	38402163	38402431	-
Solyc02g071060.3	SL4.0ch02	38564326	38564414	-
Solyc02g071170.3	SL4.0ch02	38674534	38674681	+
Solyc02g071200.4	SL4.0ch02	38696112	38696861	+
Solyc02g071410.3	SL4.0ch02	38887732	38887796	-
Solyc02g072000.3	SL4.0ch02	39338586	39338776	+
Solyc02g072440.4	SL4.0ch02	39657382	39657747	+
Solyc02g076940.2	SL4.0ch02	40034515	40035987	+
Solyc02g077050.3	SL4.0ch02	40108623	40108845	+
Solyc02g077090.4	SL4.0ch02	40135267	40135385	-
Solyc02g077100.3	SL4.0ch02	40152503	40152771	+
Solyc02g077200.3	SL4.0ch02	40188882	40189242	-
Solyc02g077430.4	SL4.0ch02	40364317	40364383	-
Solyc02g077510.4	SL4.0ch02	40399987	40401033	+
Solyc02g077550.4	SL4.0ch02	40424856	40424996	+
Solyc02g077980.3	SL4.0ch02	40780360	40780576	-
Solyc02g078170.3	SL4.0ch02	40922947	40923061	-
Solyc02g078210.3	SL4.0ch02	40950516	40950561	+
Solyc02g078240.4	SL4.0ch02	40979831	40980003	+
Solyc02g078260.3	SL4.0ch02	40996649	40996761	+
Solyc02g078285.1	SL4.0ch02	41010309	41018030	-
Solyc02g078330.3	SL4.0ch02	41040409	41040842	-
Solyc02g078390.3	SL4.0ch02	41074171	41074945	-
Solyc02g078470.4	SL4.0ch02	41121736	41123656	+
Solyc02g078490.3	SL4.0ch02	41142195	41143991	+
Solyc02g078500.2	SL4.0ch02	41151099	41151505	+
Solyc02g078630.2	SL4.0ch02	41261919	41262102	-
Solyc02g078740.4	SL4.0ch02	41378714	41378949	-
Solyc02g078820.3	SL4.0ch02	41459187	41459414	+
Solyc02g078980.3	SL4.0ch02	41572704	41572802	-
Solyc02g079180.1	SL4.0ch02	41772014	41772104	-
Solyc02g079250.4	SL4.0ch02	41836980	41837054	+
Solyc02g079340.3	SL4.0ch02	41922641	41922931	-
Solyc02g079790.3	SL4.0ch02	42219853	42220077	+
Solyc02g079810.3	SL4.0ch02	42223891	42223987	-
Solyc02g080430.3	SL4.0ch02	42636095	42636170	-
Solyc02g080910.4	SL4.0ch02	42996626	42996714	-
Solyc02g080970.4	SL4.0ch02	43029993	43030111	-
Solyc02g081330.4	SL4.0ch02	43321667	43321819	+
Solyc02g081470.4	SL4.0ch02	43416950	43417509	-
Solyc02g081540.2	SL4.0ch02	43451862	43451935	-
Solyc02g081620.3	SL4.0ch02	43500462	43501160	+
Solyc02g081740.2	SL4.0ch02	43561481	43561577	-
Solyc02g081960.3	SL4.0ch02	43706852	43707017	+
Solyc02g082210.4	SL4.0ch02	43895741	43896158	-
Solyc02g082220.3	SL4.0ch02	43911878	43912143	+
Solyc02g082480.3	SL4.0ch02	44182709	44182887	-
Solyc02g082637.1	SL4.0ch02	44287713	44288422	+
Solyc02g082680.4	SL4.0ch02	44328274	44329301	-
Solyc02g083130.4	SL4.0ch02	44642112	44642204	+
Solyc02g083370.1	SL4.0ch02	44805246	44805409	+
Solyc02g083730.4	SL4.0ch02	45027129	45027232	-
Solyc02g083900.3	SL4.0ch02	45152151	45152712	-
Solyc02g084177.1	SL4.0ch02	45365996	45367292	-
Solyc02g084190.3	SL4.0ch02	45371047	45371434	-
Solyc02g150138.1	SL4.0ch02	45429713	45429790	-
Solyc02g084730.3	SL4.0ch02	45853386	45853804	+
Solyc02g084830.4	SL4.0ch02	45932020	45932118	+
Solyc02g085005.1	SL4.0ch02	46054157	46054487	-
Solyc02g085490.2	SL4.0ch02	46372932	46372998	-
Solyc02g085570.4	SL4.0ch02	46415962	46416570	+
Solyc02g085580.4	SL4.0ch02	46424692	46424810	+
Solyc02g085670.3	SL4.0ch02	46512273	46512370	+
Solyc02g086350.3	SL4.0ch02	47033965	47034036	+
Solyc02g086440.4	SL4.0ch02	47120304	47122028	+
Solyc02g086490.3	SL4.0ch02	47178269	47178336	+
Solyc02g086910.4	SL4.0ch02	47514204	47514856	-
Solyc02g087120.4	SL4.0ch02	47637801	47638755	-
Solyc02g087220.4	SL4.0ch02	47687269	47687355	-
Solyc02g087430.4	SL4.0ch02	47913946	47914054	-
Solyc02g087600.3	SL4.0ch02	48013850	48013982	+
Solyc02g088600.4	SL4.0ch02	48691316	48691443	+
Solyc02g088930.4	SL4.0ch02	48899471	48903280	+
Solyc02g088950.3	SL4.0ch02	48919370	48920730	+
Solyc02g088980.3	SL4.0ch02	48946655	48948168	+
Solyc02g089130.4	SL4.0ch02	49058747	49058854	-
Solyc02g089175.2	SL4.0ch02	49099898	49100000	-
Solyc02g089270.1	SL4.0ch02	49197263	49197631	-
Solyc02g089490.4	SL4.0ch02	49349608	49350053	+
Solyc02g089500.4	SL4.0ch02	49351927	49352093	-
Solyc02g089840.3	SL4.0ch02	49594032	49594268	+
Solyc02g089930.4	SL4.0ch02	49648404	49649245	-
Solyc02g090060.1	SL4.0ch02	49753111	49754413	-
Solyc02g090560.3	SL4.0ch02	50138993	50139084	-
Solyc02g090900.3	SL4.0ch02	50422265	50422939	+
Solyc02g090930.3	SL4.0ch02	50439232	50441126	-
Solyc02g090940.3	SL4.0ch02	50444164	50444239	-
Solyc02g091310.2	SL4.0ch02	50680703	50680799	+
Solyc02g091370.2	SL4.0ch02	50722724	50722800	+
Solyc02g091430.4	SL4.0ch02	50757547	50757651	-
Solyc02g091560.3	SL4.0ch02	50867234	50867604	+
Solyc02g091690.3	SL4.0ch02	50965908	50965967	+
Solyc02g091710.3	SL4.0ch02	50995875	50995996	+
Solyc02g091800.4	SL4.0ch02	51050810	51050883	+
Solyc02g091910.2	SL4.0ch02	51160797	51160865	-
Solyc02g092360.3	SL4.0ch02	51483530	51483678	+
Solyc02g092525.1	SL4.0ch02	51641298	51641428	+
Solyc02g092650.3	SL4.0ch02	51718146	51718943	-
Solyc02g093160.3	SL4.0ch02	52156918	52157031	+
Solyc02g093525.1	SL4.0ch02	52423486	52423571	+
Solyc02g093550.3	SL4.0ch02	52438667	52438734	+
Solyc02g093600.3	SL4.0ch02	52458250	52458495	+
Solyc02g093800.3	SL4.0ch02	52608447	52608767	-
Solyc02g093810.3	SL4.0ch02	52611147	52611223	-
Solyc02g093820.4	SL4.0ch02	52627201	52627284	+
Solyc02g093880.3	SL4.0ch02	52674268	52674392	-
Solyc02g094010.2	SL4.0ch02	52760415	52760485	-
Solyc02g094090.4	SL4.0ch02	52821712	52824746	-
Solyc02g150150.1	SL4.0ch02	52936767	52937856	+
Solyc02g094330.3	SL4.0ch02	52981097	52981302	-
Solyc02g094360.3	SL4.0ch02	53005296	53006517	-
Solyc02g094410.4	SL4.0ch02	53039900	53040255	+
Solyc02g094510.4	SL4.0ch02	53124870	53125580	-
Solyc03g005650.1	SL4.0ch03	471444	471529	-
Solyc03g005970.4	SL4.0ch03	660121	660524	-
Solyc03g006170.4	SL4.0ch03	840423	840823	-
Solyc03g006860.3	SL4.0ch03	1410108	1410218	-
Solyc03g006890.3	SL4.0ch03	1459886	1460066	+
Solyc03g007440.4	SL4.0ch03	2019434	2019670	+
Solyc03g007600.3	SL4.0ch03	2170939	2171234	+
Solyc03g007680.3	SL4.0ch03	2234539	2234693	+
Solyc03g007930.4	SL4.0ch03	2458593	2458679	+
Solyc03g007950.3	SL4.0ch03	2466456	2466569	-
Solyc03g025117.1	SL4.0ch03	2560229	2560351	-
Solyc03g025160.4	SL4.0ch03	2590673	2592057	-
Solyc03g025330.4	SL4.0ch03	2746319	2747508	-
Solyc03g150102.1	SL4.0ch03	3323667	3323807	+
Solyc03g025950.4	SL4.0ch03	3373284	3373508	+
Solyc03g026240.4	SL4.0ch03	3664524	3665947	-
Solyc03g026300.4	SL4.0ch03	3721427	3724357	-
Solyc03g026320.4	SL4.0ch03	3754715	3754858	+
Solyc03g033330.3	SL4.0ch03	4777400	4778601	+
Solyc03g033470.3	SL4.0ch03	4893977	4894764	+
Solyc03g033620.3	SL4.0ch03	5077881	5077987	+
Solyc03g033740.4	SL4.0ch03	5190500	5191867	-
Solyc03g043720.4	SL4.0ch03	6535411	6535525	+
Solyc03g043760.4	SL4.0ch03	6612029	6612132	+
Solyc03g043870.3	SL4.0ch03	6833213	6833296	-
Solyc03g043920.4	SL4.0ch03	6934461	6935409	-
Solyc03g044744.1	SL4.0ch03	9751610	9752743	+
Solyc03g044800.2	SL4.0ch03	9835622	9836034	-
Solyc03g070440.4	SL4.0ch03	13144780	13144883	+
Solyc03g071560.4	SL4.0ch03	15053126	15053214	+
Solyc03g053060.3	SL4.0ch03	18472512	18472598	+
Solyc03g059123.1	SL4.0ch03	23820930	23821029	-
Solyc03g063370.3	SL4.0ch03	30542847	30543734	-
Solyc03g063760.4	SL4.0ch03	32017600	32017836	-
Solyc03g065237.1	SL4.0ch03	36967522	36967631	-
Solyc03g104790.3	SL4.0ch03	38541787	38542962	+
Solyc03g078090.4	SL4.0ch03	44587668	44587778	+
Solyc03g078720.4	SL4.0ch03	45957656	45957866	+
Solyc03g082460.1	SL4.0ch03	46961797	46962536	-
Solyc03g082470.4	SL4.0ch03	46967097	46967221	+
Solyc03g082540.4	SL4.0ch03	47037364	47037519	-
Solyc03g082550.3	SL4.0ch03	47063654	47063754	+
Solyc03g082590.4	SL4.0ch03	47086371	47088345	+
Solyc03g082620.4	SL4.0ch03	47108805	47108890	-
Solyc03g082740.3	SL4.0ch03	47203481	47204036	+
Solyc03g083010.3	SL4.0ch03	47436820	47437286	+
Solyc03g083090.4	SL4.0ch03	47499344	47499490	-
Solyc03g083200.4	SL4.0ch03	47625745	47625835	+
Solyc03g083320.4	SL4.0ch03	47731997	47732159	+
Solyc03g083430.3	SL4.0ch03	47877303	47877380	-
Solyc03g083610.4	SL4.0ch03	48141238	48141325	+
Solyc03g083810.4	SL4.0ch03	48292598	48292975	-
Solyc03g095250.3	SL4.0ch03	50805219	50805647	-
Solyc03g095810.3	SL4.0ch03	52025096	52025175	-
Solyc03g095980.3	SL4.0ch03	52355493	52355560	-
Solyc03g096740.4	SL4.0ch03	53667793	53669575	-
Solyc03g096800.4	SL4.0ch03	53731169	53733387	+
Solyc03g096880.4	SL4.0ch03	53819079	53819400	-
Solyc03g097000.3	SL4.0ch03	53935574	53936324	+
Solyc03g097080.4	SL4.0ch03	54005740	54006865	+
Solyc03g097120.3	SL4.0ch03	54031481	54032771	-
Solyc03g097360.3	SL4.0ch03	54253657	54253846	+
Solyc03g097720.4	SL4.0ch03	54635987	54636233	+
Solyc03g097930.3	SL4.0ch03	54832920	54833010	-
Solyc03g097940.3	SL4.0ch03	54832922	54833126	+
Solyc03g098070.3	SL4.0ch03	54937048	54937149	-
Solyc03g098150.3	SL4.0ch03	54990358	54990426	+
Solyc03g098560.2	SL4.0ch03	55396999	55397095	+
Solyc03g098620.3	SL4.0ch03	55442652	55442885	+
Solyc03g019930.4	SL4.0ch03	55748148	55748411	+
Solyc03g019810.3	SL4.0ch03	55822502	55823167	-
Solyc03g019800.4	SL4.0ch03	55829223	55829357	+
Solyc03g019710.3	SL4.0ch03	55901336	55902100	-
Solyc03g110920.2	SL4.0ch03	56060429	56060678	-
Solyc03g111070.3	SL4.0ch03	56151984	56152243	+
Solyc03g111330.4	SL4.0ch03	56351777	56352548	+
Solyc03g111870.3	SL4.0ch03	56881796	56882986	-
Solyc03g112090.3	SL4.0ch03	57041433	57042517	-
Solyc03g112230.4	SL4.0ch03	57126723	57126860	-
Solyc03g112300.3	SL4.0ch03	57171965	57172971	-
Solyc03g112450.4	SL4.0ch03	57280128	57281506	-
Solyc03g113180.3	SL4.0ch03	57848342	57848518	+
Solyc03g113510.2	SL4.0ch03	58061981	58062053	-
Solyc03g113760.3	SL4.0ch03	58248018	58248110	+
Solyc03g114200.4	SL4.0ch03	58624998	58625095	+
Solyc03g114290.4	SL4.0ch03	58728713	58729838	+
Solyc03g114400.3	SL4.0ch03	58816106	58816848	-
Solyc03g114680.3	SL4.0ch03	59005784	59007711	-
Solyc03g114930.3	SL4.0ch03	59205857	59206085	+
Solyc03g115000.3	SL4.0ch03	59272677	59273512	+
Solyc03g115020.3	SL4.0ch03	59298776	59299140	-
Solyc03g115150.4	SL4.0ch03	59362572	59362659	-
Solyc03g115290.3	SL4.0ch03	59491563	59492946	+
Solyc03g115310.1	SL4.0ch03	59497590	59497703	-
Solyc03g115510.3	SL4.0ch03	59603654	59606965	+
Solyc03g115920.3	SL4.0ch03	59922332	59922418	-
Solyc03g115950.3	SL4.0ch03	59948352	59948458	+
Solyc03g116130.2	SL4.0ch03	60054635	60054813	-
Solyc03g116290.3	SL4.0ch03	60227795	60228068	+
Solyc03g116550.4	SL4.0ch03	60379472	60379954	+
Solyc03g117060.4	SL4.0ch03	60777108	60777670	-
Solyc03g117110.4	SL4.0ch03	60811393	60811474	-
Solyc03g117760.4	SL4.0ch03	61247850	61247950	-
Solyc03g117780.2	SL4.0ch03	61261993	61262079	-
Solyc03g118050.3	SL4.0ch03	61494127	61494230	-
Solyc03g118190.4	SL4.0ch03	61583862	61583986	-
Solyc03g118470.4	SL4.0ch03	61779856	61779934	+
Solyc03g118940.4	SL4.0ch03	62150514	62150587	-
Solyc03g119030.4	SL4.0ch03	62200487	62200593	-
Solyc03g119440.3	SL4.0ch03	62498443	62498785	+
Solyc03g119500.1	SL4.0ch03	62535790	62535893	-
Solyc03g119520.4	SL4.0ch03	62548545	62548740	+
Solyc03g119630.4	SL4.0ch03	62638772	62639147	+
Solyc03g119710.4	SL4.0ch03	62704436	62704563	+
Solyc03g119723.1	SL4.0ch03	62718740	62718859	+
Solyc03g120050.3	SL4.0ch03	62993486	62995287	-
Solyc03g120190.3	SL4.0ch03	63093956	63094089	+
Solyc03g120585.1	SL4.0ch03	63394195	63394520	+
Solyc03g120630.4	SL4.0ch03	63416315	63416808	-
Solyc03g120660.4	SL4.0ch03	63425586	63426679	+
Solyc03g121070.3	SL4.0ch03	63745374	63745515	-
Solyc03g121090.4	SL4.0ch03	63752526	63752648	-
Solyc03g121110.3	SL4.0ch03	63769813	63770953	-
Solyc03g121300.2	SL4.0ch03	63884474	63884593	+
Solyc03g121490.4	SL4.0ch03	64013889	64013967	-
Solyc03g121550.3	SL4.0ch03	64078618	64078696	+
Solyc03g121880.4	SL4.0ch03	64349619	64350665	+
Solyc03g122060.3	SL4.0ch03	64484455	64484561	-
Solyc03g122240.3	SL4.0ch03	64566505	64566570	+
Solyc03g122250.3	SL4.0ch03	64569348	64569525	-
Solyc03g123540.3	SL4.0ch03	64823092	64823159	-
