gene_id	chromosome	start	end	strand
AT1G51920	1	19294335	19294448	+
AT1G51965	1	19313281	19313386	-
AT1G51980	1	19323933	19324050	-
AT1G52130	1	19400958	19401048	-
AT1G52220	1	19454095	19454377	-
AT1G52240	1	19456156	19456247	-
AT1G52330	1	19489532	19489688	+
AT1G52415	1	19526515	19526684	+
AT1G52520	1	19565963	19566166	+
AT1G52560	1	19575181	19575486	-
AT1G52565	1	19580303	19580363	-
AT1G52630	1	19607203	19607301	-
AT1G52730	1	19642669	19642853	+
AT1G52825	1	19670538	19670638	-
AT1G52905	1	19706261	19706384	+
AT1G53025	1	19756834	19757075	-
AT1G53035	1	19761777	19761875	-
AT1G53180	1	19832371	19832439	+
AT1G53282	1	19868041	19868129	-
AT1G53330	1	19896231	19896325	+
AT1G53633	1	20017766	20017858	-
AT1G53670	1	20037528	20037662	+
AT1G53680	1	20038682	20038766	+
AT1G53760	1	20069442	20069594	-
AT1G53970	1	20149112	20149200	+
AT1G54095	1	20193193	20193268	+
AT1G07943	1	20217869	20217960	+
AT1G54270	1	20260738	20260861	+
AT1G54330	1	20280581	20280732	-
AT1G54350	1	20288397	20288978	+
AT1G54380	1	20299245	20300121	-
AT1G54840	1	20453045	20453136	-
AT1G54957	1	20498065	20498159	+
AT1G55030	1	20530699	20530781	-
AT1G55030	1	20531788	20531881	-
AT1G55050	1	20543454	20543539	+
AT1G55180	1	20587449	20587536	-
AT1G55260	1	20615915	20616054	+
AT1G08043	1	20617860	20618149	-
AT1G55290	1	20626782	20626885	-
AT1G55370	1	20675801	20675876	+
AT1G55525	1	20728536	20728631	-
AT1G55590	1	20770853	20770942	-
AT1G55803	1	20857826	20858054	-
AT1G08087	1	20948736	20948824	+
AT1G56040	1	20960530	20960602	-
AT1G56190	1	21028333	21028427	+
AT1G56200	1	21030901	21031091	+
AT1G56220	1	21043890	21044356	+
AT1G56242	1	21057397	21057559	+
AT1G56340	1	21090273	21090490	-
AT1G56540	1	21182140	21182264	+
AT1G56570	1	21196422	21196503	+
AT1G56570	1	21197901	21198466	+
AT1G57540	1	21311222	21311440	-
AT1G57750	1	21384321	21384406	-
AT1G57980	1	21440589	21440692	-
AT1G58055	1	21488829	21488912	+
AT1G58100	1	21513540	21513611	-
AT1G58215	1	21555179	21555306	+
AT1G58235	1	21580671	21580984	-
AT1G58250	1	21595011	21595150	-
AT1G58390	1	21690825	21690938	-
AT1G58390	1	21693900	21694381	-
AT1G58848	1	21791882	21792131	+
AT1G59218	1	21828140	21828389	+
AT1G59620	1	21902398	21902619	+
AT1G59670	1	21930362	21930853	+
AT1G59780	1	21993467	21993613	-
AT1G59910	1	22055488	22055583	-
AT1G60110	1	22168695	22168790	+
AT1G61097	1	22507480	22507822	-
AT1G61180	1	22554111	22554285	+
AT1G61190	1	22555987	22556177	+
AT1G61200	1	22563161	22563332	-
AT1G61300	1	22608786	22608860	-
AT1G61380	1	22649338	22649624	-
AT1G61600	1	22730139	22730239	+
AT1G61667	1	22768089	22768213	+
AT1G61990	1	22911305	22911393	+
AT1G62085	1	22948040	22948317	-
AT1G62180	1	22977009	22977113	-
AT1G62200	1	22982946	22983032	-
AT1G62590	1	23177156	23177262	-
AT1G08547	1	23181680	23181757	+
AT1G62670	1	23204551	23204700	-
AT1G62730	1	23229539	23229622	-
AT1G62886	1	23294448	23294526	+
AT1G62970	1	23323747	23323829	+
AT1G63030	1	23368162	23368342	-
AT1G63100	1	23400869	23400943	-
AT1G63130	1	23414780	23414906	+
AT1G63220	1	23449084	23449619	+
AT1G63230	1	23452092	23452177	+
AT1G63350	1	23497651	23497724	-
AT1G63360	1	23501855	23501959	-
AT1G63370	1	23505381	23505462	-
AT1G63490	1	23553012	23553122	-
AT1G63520	1	23561516	23561597	+
AT1G63580	1	23578093	23578192	+
AT1G63630	1	23587416	23587548	+
AT1G63720	1	23637094	23637243	-
AT1G63730	1	23642240	23642493	+
AT1G63740	1	23645869	23645961	+
AT1G63850	1	23697661	23697760	+
AT1G63880	1	23715316	23715574	-
AT1G64000	1	23747835	23748696	+
AT1G64030	1	23753638	23753955	-
AT1G64070	1	23780422	23780673	+
AT1G64107	1	23796424	23796500	-
AT1G64210	1	23832210	23832276	+
AT1G64260	1	23847461	23847742	+
AT1G64460	1	23944066	23944152	-
AT1G64561	1	23974480	23974665	-
AT1G64572	1	23984179	23984473	+
AT1G64583	1	23988514	23988588	-
AT1G64620	1	24007312	24007425	+
AT1G65150	1	24205564	24205693	-
AT1G65360	1	24281649	24281782	+
AT1G65481	1	24341425	24341621	-
AT1G65510	1	24359568	24359716	+
AT1G66070	1	24597570	24598366	-
AT1G66170	1	24640369	24640449	-
AT1G66220	1	24672775	24673098	+
AT1G66230	1	24677585	24677660	+
AT1G66300	1	24717456	24717593	-
AT1G66520	1	24816420	24816571	-
AT1G66540	1	24825815	24825887	+
AT1G66610	1	24851033	24851243	-
AT1G66630	1	24856205	24856528	-
AT1G66650	1	24860806	24861524	-
AT1G66660	1	24862678	24862975	-
AT1G66690	1	24870626	24870723	-
AT1G08857	1	24948966	24949065	-
AT1G67280	1	25190284	25190544	-
AT1G67530	1	25310168	25310240	+
AT1G67540	1	25312261	25312348	-
AT1G67570	1	25326712	25326809	+
AT1G67640	1	25353633	25353726	-
AT1G67700	1	25375713	25375803	+
AT1G67770	1	25409805	25409883	+
AT1G67855	1	25442350	25442503	-
AT1G67880	1	25455182	25455381	-
AT1G68020	1	25497354	25497478	+
AT1G68040	1	25504761	25504876	+
AT1G68050	1	25509009	25509109	+
AT1G68180	1	25555501	25555602	+
AT1G68250	1	25579595	25579660	-
AT1G68480	1	25684994	25685127	-
AT1G68568	1	25747215	25747382	-
AT1G68590	1	25757860	25757944	-
AT1G68660	1	25778139	25778228	-
AT1G68690	1	25788864	25789052	+
AT1G68725	1	25809949	25810034	+
AT1G68760	1	25829226	25829299	+
AT1G68905	1	25906946	25907034	-
AT1G68907	1	25907741	25907833	-
AT1G68930	1	25918245	25918340	+
AT1G68930	1	25920637	25920719	+
AT1G69252	1	26036624	26037399	+
AT1G69380	1	26082321	26082393	-
AT1G69440	1	26102958	26103039	-
AT1G69800	1	26276145	26276277	-
AT1G69818	1	26282486	26282746	+
AT1G69828	1	26287583	26287784	+
AT1G69900	1	26327036	26327138	-
AT1G70020	1	26377768	26377873	+
AT1G70090	1	26402109	26402506	+
AT1G70110	1	26406720	26406804	-
AT1G70120	1	26409235	26409329	+
AT1G70130	1	26410225	26410312	-
AT1G70190	1	26431253	26431951	+
AT1G70230	1	26450576	26450660	+
AT1G70370	1	26514833	26514947	-
AT1G70518	1	26583782	26584247	+
AT1G70770	1	26688252	26688580	-
AT1G70895	1	26728573	26728945	+
AT1G71010	1	26783258	26783365	+
AT1G71120	1	26821308	26821394	-
AT1G71410	1	26912749	26912877	-
AT1G09257	1	26934019	26934183	+
AT1G71690	1	26948100	26948470	+
AT1G71866	1	27030849	27030956	-
AT1G71910	1	27065130	27065217	+
AT1G72060	1	27118537	27118640	+
AT1G72370	1	27243207	27243294	-
AT1G72510	1	27303521	27303738	+
AT1G72570	1	27331469	27331563	+
AT1G72600	1	27338738	27339186	+
AT1G72820	1	27403331	27403444	+
AT1G72840	1	27409948	27410040	-
AT1G72850	1	27414390	27414485	+
AT1G72860	1	27417096	27417191	-
AT1G72860	1	27420228	27420314	-
AT1G72870	1	27421553	27421927	+
AT1G72900	1	27432680	27432904	+
AT1G72910	1	27436089	27436199	+
AT1G72920	1	27438411	27438504	+
AT1G72940	1	27442742	27442835	+
AT1G72950	1	27445052	27445141	+
AT1G72970	1	27455210	27455290	+
AT1G73040	1	27475468	27475555	-
AT1G73050	1	27476605	27476697	-
AT1G73065	1	27482056	27482151	-
AT1G73370	1	27588731	27588955	-
AT1G73450	1	27615003	27615228	+
AT1G73460	1	27619896	27620077	+
AT1G73540	1	27646283	27646377	-
AT1G73603	1	27674421	27674699	+
AT1G73640	1	27687254	27687506	+
AT1G73930	1	27797681	27797863	-
AT1G73970	1	27817591	27817657	+
AT1G74110	1	27867279	27867366	-
AT1G74190	1	27905466	27905788	-
AT1G74200	1	27907416	27907487	-
AT1G74220	1	27913331	27913415	-
AT1G74360	1	27954387	27954678	+
AT1G09453	1	27967747	27968033	+
AT1G74500	1	27998448	27998536	-
AT1G09487	1	28017526	28017747	-
AT1G74560	1	28018051	28018165	-
AT1G74590	1	28024262	28024342	-
AT1G74660	1	28045962	28047767	-
AT1G74840	1	28116269	28116346	-
AT1G74900	1	28135215	28135301	+
AT1G75080	1	28187146	28187714	+
AT1G75310	1	28261369	28261587	+
AT1G75360	1	28275988	28276567	+
AT1G75390	1	28292539	28292608	+
AT1G75430	1	28308892	28309223	-
AT1G75470	1	28330094	28330176	+
AT1G75860	1	28485163	28485662	-
AT1G75945	1	28515495	28515705	-
AT1G76120	1	28559138	28559227	-
AT1G76405	1	28662862	28662967	+
AT1G76440	1	28683010	28683672	-
AT1G76740	1	28805349	28805443	+
AT1G76740	1	28807335	28807430	+
AT1G76770	1	28813717	28813791	+
AT1G76820	1	28837671	28837759	+
AT1G76880	1	28865881	28866406	+
AT1G76952	1	28914470	28914666	-
AT1G77210	1	29010992	29011456	-
AT1G77350	1	29070364	29070492	+
AT1G77360	1	29073460	29073630	-
AT1G77460	1	29107599	29107969	+
AT1G77480	1	29114835	29114973	-
AT1G77580	1	29144569	29144661	-
AT1G77855	1	29277829	29278019	-
AT1G77880	1	29286164	29287013	-
AT1G77992	1	29322599	29322860	+
AT1G78040	1	29345898	29345982	+
AT1G78130	1	29400459	29400543	+
AT1G09783	1	29401286	29401366	-
AT1G78170	1	29414376	29414491	+
AT1G78220	1	29426789	29427114	-
AT1G78230	1	29430574	29430662	+
AT1G78270	1	29451644	29451706	-
AT1G78320	1	29468097	29468177	-
AT1G78360	1	29482415	29482648	-
AT1G78410	1	29503499	29503733	+
AT1G78440	1	29512479	29512619	-
AT1G78450	1	29517589	29517674	-
AT1G78500	1	29534987	29535060	+
AT1G78530	1	29539481	29539569	-
AT1G78635	1	29580302	29580377	-
AT1G78750	1	29614699	29614774	-
AT1G78865	1	29649506	29649842	-
AT1G78890	1	29658268	29658366	+
AT1G78990	1	29714479	29714549	-
AT1G79090	1	29749367	29749456	-
AT1G79160	1	29780357	29780443	-
AT1G79310	1	29834332	29834546	+
AT1G79330	1	29839068	29839250	+
AT1G79800	1	30018754	30018843	+
AT1G79870	1	30045194	30045366	+
AT1G79900	1	30053178	30053362	-
AT1G79970	1	30082891	30083023	+
AT1G80133	1	30144071	30144158	-
AT1G80150	1	30149666	30149760	+
AT1G80290	1	30188438	30188578	+
AT1G80325	1	30196456	30196567	-
AT1G80325	1	30197595	30197671	-
AT1G80460	1	30247124	30247344	-
AT1G80470	1	30256218	30256305	+
AT1G80590	1	30296829	30296953	-
AT1G80745	1	30347798	30347875	+
AT1G80860	1	30388303	30388378	-
AT1G80990	1	30424676	30424757	+
AT2G01175	2	105796	106071	-
AT2G01250	2	133080	133257	-
AT2G01510	2	230346	230552	-
AT2G01818	2	354723	355361	-
AT2G01918	2	424635	425417	-
AT2G02061	2	499417	499486	+
AT2G02450	2	650396	650500	+
AT2G02680	2	745962	746047	+
AT2G04285	2	764518	764616	-
AT2G02870	2	838291	838365	+
AT2G02955	2	861135	861229	+
AT2G03020	2	883953	884038	-
AT2G03360	2	1023522	1024152	-
AT2G03965	2	1252274	1252362	+
AT2G04378	2	1525696	1525784	-
AT2G04852	2	1705619	1705715	-
AT2G04852	2	1705799	1706419	-
AT2G04910	2	1723977	1724077	-
AT2G05100	2	1823305	1823543	-
AT2G05180	2	1876308	1876383	+
AT2G05230	2	1902038	1902484	-
AT2G05250	2	1915865	1916311	-
AT2G05380	2	1967636	1967677	+
AT2G05400	2	1975182	1975273	+
AT2G05812	2	2217097	2217188	+
AT2G05914	2	2263771	2263913	-
AT2G06000	2	2327694	2327890	-
AT2G06010	2	2337957	2338032	+
AT2G06265	2	2530062	2530132	-
AT2G06420	2	2539797	2539949	+
AT2G06425	2	2572466	2572638	-
AT2G06983	2	2889259	2889794	+
AT2G07000	2	2902152	2902250	-
AT2G07213	2	2997224	2997366	+
AT2G07240	2	3012140	3012222	-
AT2G07800	2	3589632	3589852	-
AT2G10553	2	4100675	4100763	-
AT2G11025	2	4393817	4393904	-
AT2G11890	2	4803297	4803407	+
AT2G12205	2	4901204	4901298	+
AT2G13295	2	5514247	5514319	-
AT2G13770	2	5737216	5737428	+
AT2G14060	2	5914889	5914972	-
AT2G14080	2	5925280	5925386	+
AT2G14100	2	5935369	5935450	-
AT2G14160	2	5976609	5976687	-
AT2G14620	2	6245091	6245187	+
AT2G14635	2	6254715	6254810	-
AT2G15300	2	6651314	6651459	+
AT2G15350	2	6689588	6689663	-
AT2G15370	2	6699551	6699632	-
AT2G15390	2	6710790	6710881	-
AT2G15535	2	6778311	6778436	+
AT2G15560	2	6788942	6789073	-
AT2G15890	2	6921387	6921470	-
AT2G16018	2	6972621	6973116	-
AT2G16600	2	7201013	7201078	+
AT2G16720	2	7256216	7256287	-
AT2G06795	2	7333393	7333484	-
AT2G17260	2	7505409	7505501	+
AT2G17280	2	7513204	7513271	+
AT2G17525	2	7623933	7624003	+
AT2G17670	2	7675465	7675570	+
AT2G17723	2	7700195	7700469	+
AT2G17800	2	7740171	7740268	+
AT2G17860	2	7762085	7762260	-
AT2G17940	2	7803016	7803326	+
AT2G18025	2	7838886	7838961	+
AT2G18090	2	7866459	7866545	+
AT2G18180	2	7913273	7913425	-
AT2G18480	2	8010994	8011128	-
AT2G18600	2	8074573	8074878	-
AT2G18690	2	8097755	8097860	+
AT2G18720	2	8115490	8115574	-
AT2G18970	2	8229405	8229513	+
AT2G19180	2	8326107	8326212	+
AT2G19210	2	8338503	8338580	-
AT2G19280	2	8362531	8362647	+
AT2G19280	2	8364814	8364952	+
AT2G19280	2	8365548	8365620	+
AT2G19340	2	8374438	8375317	-
AT2G19410	2	8405102	8405197	-
AT2G19582	2	8474715	8474833	+
AT2G19610	2	8485699	8485775	+
AT2G19630	2	8490654	8490890	-
AT2G19850	2	8569085	8569431	+
AT2G20070	2	8662117	8662233	+
AT2G20080	2	8663769	8664504	-
AT2G20120	2	8689478	8690188	-
AT2G20208	2	8720925	8721106	+
AT2G20350	2	8785055	8785205	+
AT2G20495	2	8833000	8833109	+
AT2G20540	2	8844361	8844440	+
AT2G20550	2	8847155	8847251	-
AT2G20562	2	8850491	8850737	-
AT2G20605	2	8876684	8876814	+
AT2G20710	2	8926383	8926522	+
AT2G20720	2	8929176	8929253	-
AT2G20820	2	8964880	8965021	+
AT2G20825	2	8966330	8966593	-
AT2G21010	2	9021118	9021193	+
AT2G21170	2	9072385	9072911	-
AT2G21188	2	9079226	9079352	-
AT2G21240	2	9102502	9102960	-
AT2G21610	2	9245363	9245447	-
AT2G21830	2	9305409	9305491	+
AT2G21890	2	9331169	9331264	+
AT2G21900	2	9335898	9335998	-
AT2G22010	2	9368944	9369122	-
AT2G22125	2	9410531	9410701	+
AT2G22560	2	9585986	9586088	+
AT2G22740	2	9666636	9666863	-
AT2G22930	2	9760385	9760840	+
AT2G23190	2	9878311	9878392	+
AT2G23210	2	9881468	9881595	-
AT2G23550	2	10028548	10028634	-
AT2G23580	2	10033581	10033721	-
AT2G23610	2	10044692	10046028	-
AT2G23790	2	10126151	10126903	-
AT2G23930	2	10182366	10182491	+
AT2G23970	2	10200888	10200970	+
AT2G24130	2	10260726	10260810	+
AT2G24170	2	10274818	10274896	-
AT2G24255	2	10315788	10315997	-
AT2G24255	2	10317095	10317212	-
AT2G24430	2	10384009	10384182	-
AT2G24530	2	10422313	10422416	+
AT2G24630	2	10474265	10474397	-
AT2G24790	2	10567538	10567640	+
AT2G24870	2	10588801	10589547	-
AT2G25360	2	10804339	10804504	+
AT2G25540	2	10867649	10867732	-
AT2G25605	2	10899995	10900096	+
