gene_id	chromosome	start	end	strand
Os01g0362800	1	14783773	14783910	-
Os01g0367400	1	15020431	15021576	-
Os01g0370200	1	15217703	15217802	-
Os01g0377000	1	15582638	15582707	-
Os01g0387566	1	16316055	16316152	+
Os01g0391100	1	16539817	16540136	-
Os01g0391800	1	16634427	16634595	-
Os01g0393100	1	16721284	16721329	-
Os01g0507900	1	17751675	17751775	+
Os01g0509900	1	17896171	17897683	+
Os01g0514850	1	18206713	18207137	-
Os01g0518300	1	18386653	18386749	-
Os01g0523100	1	18674002	18674123	+
Os01g0524500	1	18755485	18755550	+
Os01g0528300	1	18993403	18994577	+
Os01g0531200	1	19118213	19120540	-
Os01g0532100	1	19175597	19175861	+
Os01g0532200	1	19178686	19178837	-
Os01g0549100	1	20487733	20488247	-
Os01g0550300	1	20601933	20602004	-
Os01g0556201	1	20989398	20992035	-
Os01g0557100	1	21057448	21057571	-
Os01g0557550	1	21072686	21072850	+
Os01g0559200	1	21182531	21183077	+
Os01g0589300	1	22991336	22991422	+
Os01g0594800	1	23302252	23302350	-
Os01g0603100	1	23747684	23749593	+
Os01g0603200	1	23750534	23750614	-
Os01g0604100	1	23783144	23783231	+
Os01g0612800	1	24300827	24300917	+
Os01g0623200	1	24863953	24864072	-
Os01g0627933	1	25072174	25072279	+
Os01g0630900	1	25220561	25220649	+
Os01g0631200	1	25234890	25235409	+
Os01g0645000	1	25961190	25961373	-
Os01g0650700	1	26278466	26278874	-
Os01g0650800	1	26284946	26285036	-
Os01g0652600	1	26392276	26392374	+
Os01g0655400	1	26602704	26602781	-
Os01g0658500	1	26786595	26786777	-
Os01g0660400	1	26905848	26906976	-
Os01g0662300	1	27041895	27042296	+
Os01g0667550	1	27301970	27302366	-
Os01g0670200	1	27483141	27485555	+
Os01g0672100	1	27560238	27560331	-
Os01g0674150	1	27704413	27704489	+
Os01g0674400	1	27714915	27715033	+
Os01g0674450	1	27714915	27715033	-
Os01g0676900	1	27834260	27835161	+
Os01g0679600	1	27964733	27965064	+
Os01g0680500	1	28013784	28013945	-
Os01g0683700	1	28176951	28177037	+
Os01g0692300	1	28573860	28573928	+
Os01g0694000	1	28667409	28667504	+
Os01g0694100	1	28672584	28672671	+
Os01g0711200	1	29553121	29553205	+
Os01g0713600	1	29638352	29639962	+
Os01g0718500	1	29937669	29937801	+
Os01g0719200	1	29971837	29971906	+
Os01g0723700	1	30189243	30189350	+
Os01g0728900	1	30397410	30397848	+
Os01g0733001	1	30574733	30574791	-
Os01g0746700	1	31252637	31252662	-
Os01g0752400	1	31562909	31563812	-
Os01g0753000	1	31596771	31596840	-
Os01g0764000	1	32148411	32148582	-
Os01g0764050	1	32148878	32151680	+
Os01g0781200	1	33098448	33099859	+
Os01g0783100	1	33184945	33185772	+
Os01g0784833	1	33267695	33267805	-
Os01g0797800	1	33778404	33778489	+
Os01g0799100	1	33821410	33825577	+
Os01g0800400	1	33895481	33895596	+
Os01g0805500	1	34148824	34148867	+
Os01g0806300	1	34193557	34193791	+
Os01g0810200	1	34419840	34419926	+
Os01g0812000	1	34512440	34512532	+
Os01g0814300	1	34638811	34639329	+
Os01g0818400	1	34865309	34865706	+
Os01g0819466	1	34939795	34940271	-
Os01g0823700	1	35178032	35178322	-
Os01g0824500	1	35225066	35225863	+
Os01g0825900	1	35329183	35329325	+
Os01g0828100	1	35431433	35431522	+
Os01g0829000	1	35478986	35479144	+
Os01g0832200	1	35611160	35611283	-
Os01g0841700	1	36136018	36136116	+
Os01g0844400	1	36259685	36259777	-
Os01g0846150	1	36345375	36345473	-
Os01g0848300	1	36439880	36440164	-
Os01g0850700	1	36626090	36626232	+
Os01g0859300	1	37175722	37176016	+
Os01g0859600	1	37190893	37195751	-
Os01g0869500	1	37686331	37686421	-
Os01g0872000	1	37814792	37814901	+
Os01g0872650	1	37843621	37843820	-
Os01g0875500	1	38000687	38000809	+
Os01g0876800	1	38052639	38053124	+
Os01g0879400	1	38154327	38155153	+
Os01g0879600	1	38164404	38164503	+
Os01g0880250	1	38200842	38201144	-
Os01g0880850	1	38225102	38225190	-
Os01g0883800	1	38382759	38383140	+
Os01g0891400	1	38758641	38759290	-
Os01g0892800	1	38821753	38821928	+
Os01g0894300	1	38887210	38887443	-
Os01g0900800	1	39215255	39215479	+
Os01g0901600	1	39260696	39260820	+
Os01g0909600	1	39617373	39617459	+
Os01g0919950	1	40147696	40148034	+
Os01g0923600	1	40402594	40402807	+
Os01g0923800	1	40438433	40439790	+
Os01g0923950	1	40453076	40453123	+
Os01g0927500	1	40679958	40680109	+
Os01g0930000	1	40807452	40807582	+
Os01g0947767	1	41680518	41680579	+
Os01g0949220	1	41814674	41814751	-
Os01g0949900	1	41846756	41846868	+
Os01g0952000	1	41914928	41915123	+
Os01g0963400	1	42453081	42454036	+
Os01g0970700	1	42826522	42826637	-
Os01g0973100	1	42961145	42964330	+
Os01g0974300	1	43049698	43050199	-
Os10g0108700	10	583088	583211	+
Os10g0111300	10	788872	789644	-
Os10g0118000	10	1140992	1141118	-
Os10g0119200	10	1224015	1224087	-
Os10g0124100	10	1533044	1534430	+
Os10g0124150	10	1534789	1534901	-
Os10g0124400	10	1546414	1547740	-
Os10g0124700	10	1565127	1565305	-
Os10g0126600	10	1688796	1688919	-
Os10g0126800	10	1702705	1702856	-
Os10g0128400	10	1769232	1770140	+
Os10g0129100	10	1785433	1785568	-
Os10g0131000	10	1900567	1902280	+
Os10g0132901	10	2056080	2056196	-
Os10g0135300	10	2187369	2188159	+
Os10g0142700	10	2595284	2596721	-
Os10g0147900	10	2885901	2887586	-
Os10g0158000	10	3652545	3652713	+
Os10g0161100	10	3898385	3899677	-
Os10g0162980	10	4251827	4251897	+
Os10g0178101	10	5374281	5376440	-
Os10g0183000	10	5694283	5694449	-
Os10g0188100	10	6082041	6082127	-
Os10g0195250	10	6597300	6599362	-
Os10g0206000	10	7543404	7543675	-
Os10g0208200	10	7674814	7675425	-
Os10g0208200	10	7677064	7677196	-
Os10g0213800	10	7993744	7994588	-
Os10g0318000	10	8507222	8507327	+
Os10g0320001	10	8660779	8661821	+
Os10g0326800	10	9078744	9078898	+
Os10g0328600	10	9215224	9216318	-
Os10g0339182	10	9860725	9860853	+
Os10g0343000	10	10164614	10164721	+
Os10g0358700	10	10993512	10994814	-
Os10g0370600	10	11673100	11673249	+
Os10g0374600	10	11882978	11883053	+
Os10g0375000	10	11893995	11896357	+
Os10g0379233	10	12182257	12182650	+
Os10g0389900	10	12923523	12923620	+
Os10g0394700	10	13186840	13186930	-
Os10g0406200	10	13874890	13875133	-
Os10g0406300	10	13883342	13883769	-
Os10g0410100	10	14237929	14239204	+
Os10g0410900	10	14279205	14280299	+
Os10g0420200	10	14785986	14786357	+
Os10g0422700	10	14975981	14976088	-
Os10g0427300	10	15200639	15200710	+
Os10g0427900	10	15222017	15222169	-
Os10g0432300	10	15425849	15426000	-
Os10g0433700	10	15454167	15454282	+
Os10g0436825	10	15601974	15603726	-
Os10g0437525	10	15671095	15671196	-
Os10g0460500	10	16942821	16942961	+
Os10g0461400	10	16981797	16981870	-
Os10g0465175	10	17164974	17165101	-
Os10g0478100	10	17906366	17906991	-
Os10g0491100	10	18643326	18644573	+
Os10g0492300	10	18692982	18693026	-
Os10g0494950	10	18809901	18809968	+
Os10g0495200	10	18832535	18833488	-
Os10g0498500	10	19006396	19007054	+
Os10g0499500	10	19057028	19057104	+
Os10g0500700	10	19099877	19100197	+
Os10g0501500	10	19130499	19132638	+
Os10g0504900	10	19303902	19303958	+
Os10g0508700	10	19530588	19531522	-
Os10g0518000	10	20022800	20023276	-
Os10g0522601	10	20263394	20263495	+
Os10g0525400	10	20432663	20432758	-
Os10g0536450	10	20890915	20891484	-
Os10g0537400	10	20935353	20935466	+
Os10g0539900	10	21050521	21051751	+
Os10g0540000	10	21055613	21056243	-
Os10g0540100	10	21059104	21059229	-
Os10g0540200	10	21059487	21059710	+
Os10g0548350	10	21454536	21454746	+
Os10g0548750	10	21468075	21468782	+
Os10g0556500	10	21873750	21874007	+
Os10g0559450	10	22019320	22022398	+
Os10g0560500	10	22083800	22084222	+
Os10g0566300	10	22425883	22426327	+
Os10g0572900	10	22744969	22745190	-
Os10g0575900	10	22935136	22935335	+
Os10g0579850	10	23129548	23129618	-
Os10g0580001	10	23143823	23143949	+
Os10g0580750	10	23190551	23191465	-
Os11g0107425	11	341850	344090	-
Os11g0112100	11	566823	567642	+
Os11g0123066	11	1033502	1033656	+
Os11g0123600	11	1086847	1086931	+
Os11g0126900	11	1234742	1235007	+
Os11g0130800	11	1413445	1415354	-
Os11g0134166	11	1572653	1572790	+
Os11g0146300	11	2099165	2099407	+
Os11g0148700	11	2248127	2248228	-
Os11g0151800	11	2435485	2436656	+
Os11g0166201	11	3183458	3183557	-
Os11g0167300	11	3250437	3250530	-
Os11g0168250	11	3296429	3296555	-
Os11g0170900	11	3465484	3465613	-
Os11g0171350	11	3490265	3490441	+
Os11g0180200	11	4005664	4007388	-
Os11g0181700	11	4095717	4095835	+
Os11g0183150	11	4184867	4187083	-
Os11g0184100	11	4252603	4253685	+
Os11g0203400	11	5239194	5239268	-
Os11g0206600	11	5373920	5375205	+
Os11g0208400	11	5557728	5558217	-
Os11g0208800	11	5587101	5587392	-
Os11g0211300	11	5777427	5777538	-
Os11g0226550	11	6614880	6615271	+
Os11g0239200	11	7429155	7429251	-
Os11g0246900	11	7932280	7932344	+
Os11g0256900	11	8467729	8467840	+
Os11g0258500	11	8570478	8571319	-
Os11g0260100	11	8678124	8678415	+
Os11g0261600	11	8795796	8796387	-
Os11g0265900	11	9109516	9109599	+
Os11g0275000	11	9748597	9750588	+
Os11g0282700	11	10082065	10084152	-
Os11g0284950	11	10230809	10231358	+
Os11g0297000	11	10925986	10926104	+
Os11g0300650	11	11219596	11219786	-
Os11g0305300	11	11521515	11521753	-
Os11g0308100	11	11736609	11736730	-
Os11g0308266	11	11749521	11751402	+
Os11g0417132	11	12831901	12832034	-
Os11g0417266	11	12842975	12843966	-
Os11g0417800	11	12901467	12905324	+
Os11g0426400	11	13560215	13560471	+
Os11g0429900	11	13782099	13782520	+
Os11g0435400	11	14130566	14130719	+
Os11g0435500	11	14135549	14135667	-
Os11g0439100	11	14368422	14368527	+
Os11g0450050	11	15079941	15080068	+
Os11g0459600	11	15609724	15636790	+
Os11g0470966	11	16196214	16196257	+
Os11g0490200	11	17293786	17293863	+
Os11g0491500	11	17384161	17384236	+
Os11g0501000	11	17831166	17831259	-
Os11g0508301	11	18156749	18157262	-
Os11g0524601	11	18995283	18995363	-
Os11g0532600	11	19387042	19388170	+
Os11g0538400	11	19635606	19635738	+
Os11g0543100	11	19940068	19940551	+
Os11g0549675	11	20390551	20390928	-
Os11g0549680	11	20399628	20401283	+
Os11g0551350	11	20502190	20502409	-
Os11g0555600	11	20652007	20652298	-
Os11g0567800	11	21157046	21157119	+
Os11g0572200	11	21463044	21463107	-
Os11g0574333	11	21588532	21589128	-
Os11g0578500	11	21839317	21839915	+
Os11g0579000	11	21859476	21860765	+
Os11g0579700	11	21883893	21887857	-
Os11g0583200	11	22044492	22044591	+
Os11g0585100	11	22131463	22131585	+
Os11g0591300	11	22469371	22470702	+
Os11g0607000	11	23423800	23425932	-
Os11g0607100	11	23429667	23429749	+
Os11g0607900	11	23466110	23475471	-
Os11g0615100	11	23910523	23911025	+
Os11g0615300	11	23926315	23927550	-
Os11g0618700	11	24091923	24092394	-
Os11g0619500	11	24120444	24120599	-
Os11g0628000	11	24619068	24619215	+
Os11g0633500	11	24911616	24911927	+
Os11g0635300	11	25022075	25022194	+
Os11g0639600	11	25289528	25289652	-
Os11g0640300	11	25321673	25321779	+
Os11g0648800	11	25836040	25836421	-
Os11g0654000	11	26140847	26140906	-
Os11g0654800	11	26197861	26197947	-
Os11g0661101	11	26535414	26535553	-
Os11g0667000	11	26917010	26917160	+
Os11g0684100	11	27683912	27684115	-
Os11g0685400	11	27724355	27725220	+
Os11g0691100	11	28119461	28120452	+
Os11g0691800	11	28227615	28227715	+
Os11g0693800	11	28336191	28336289	-
Os11g0694600	11	28379250	28379345	+
Os11g0697100	11	28518692	28518871	-
Os11g0700500	11	28704879	28705003	-
Os11g0706600	11	28919620	28919702	-
Os12g0100100	12	2936	3001	+
Os12g0102700	12	132963	133255	-
Os12g0109000	12	489422	489548	-
Os12g0109200	12	495925	497100	+
Os12g0111400	12	600278	602375	+
Os12g0113900	12	692875	693174	+
Os12g0115801	12	767027	767559	+
Os12g0115950	12	780299	780458	-
Os12g0116700	12	825552	825658	-
Os12g0121600	12	1019541	1019625	+
Os12g0124900	12	1199670	1200813	+
Os12g0127400	12	1316887	1317207	-
Os12g0129650	12	1434528	1445872	-
Os12g0131000	12	1497679	1498385	+
Os12g0132900	12	1594906	1595368	+
Os12g0137300	12	1809250	1809665	-
Os12g0140600	12	1969985	1970103	+
Os12g0141500	12	2013852	2013931	-
Os12g0164300	12	3282149	3282462	+
Os12g0165200	12	3319123	3319198	-
Os12g0167950	12	3431163	3431257	-
Os12g0180100	12	4044661	4045645	+
Os12g0182333	12	4179218	4179828	+
Os12g0184300	12	4247143	4247398	-
Os12g0191150	12	4635387	4636524	-
Os12g0203900	12	5429887	5429968	-
Os12g0208900	12	5675514	5675834	+
Os12g0214700	12	5960305	5960394	-
Os12g0227766	12	6945572	6947715	-
Os12g0236225	12	7455574	7457648	-
Os12g0236600	12	7497570	7497656	+
Os12g0246700	12	8164896	8164981	+
Os12g0256600	12	8810253	8811032	-
Os12g0263600	12	9289179	9291104	-
Os12g0267900	12	9567982	9568078	+
Os12g0270300	12	9786429	9786546	-
Os12g0274200	12	10070207	10070632	-
Os12g0276550	12	10227504	10227965	+
Os12g0280801	12	10586394	10586594	+
Os12g0283900	12	10766792	10766885	+
Os12g0295600	12	11564220	11575972	-
Os12g0408000	12	12356693	12356795	-
Os12g0417600	12	12940997	12942016	+
Os12g0420300	12	13111446	13113800	+
Os12g0429950	12	13816218	13816385	+
Os12g0431100	12	13880781	13881271	+
Os12g0444500	12	14963676	14964451	-
Os12g0467200	12	16582882	16583198	+
Os12g0484900	12	17915977	17916700	+
Os12g0485800	12	18002290	18004413	+
Os12g0488800	12	18312000	18312111	-
Os12g0489800	12	18369853	18370482	+
Os12g0490050	12	18386611	18386697	+
Os12g0509900	12	19638762	19638881	-
Os12g0511000	12	19685560	19687003	-
Os12g0512400	12	19808719	19808958	+
Os12g0521101	12	20293327	20293451	-
Os12g0520200	12	20293335	20293490	+
Os12g0526600	12	20750785	20751893	-
Os12g0528000	12	20817195	20817891	-
Os12g0534700	12	21254783	21256581	+
Os12g0536300	12	21337861	21338031	-
Os12g0541000	12	21638086	21638813	+
Os12g0550800	12	22293741	22294168	-
Os12g0554000	12	22509441	22509829	+
Os12g0555300	12	22595637	22596502	+
Os12g0555400	12	22598211	22598363	+
Os12g0556400	12	22642811	22643200	+
Os12g0558400	12	22785453	22785606	-
Os12g0564800	12	23170347	23171597	-
Os12g0565800	12	23236296	23236407	+
Os12g0566700	12	23298798	23299079	-
Os12g0567100	12	23315067	23315215	+
Os12g0567300	12	23326595	23326722	-
Os12g0570400	12	23492021	23492095	+
Os12g0573200	12	23637128	23637211	+
Os12g0578600	12	23945631	23946210	-
Os12g0586000	12	24456561	24456851	+
Os12g0586100	12	24460246	24460473	-
Os12g0586500	12	24485512	24485588	-
Os12g0610300	12	25781260	25781603	-
Os12g0612500	12	25911736	25912884	-
Os12g0614800	12	26074282	26074649	+
Os12g0615100	12	26087169	26088767	+
Os12g0620400	12	26426104	26426777	-
Os12g0621300	12	26500984	26504176	-
Os12g0626000	12	26758112	26758350	+
Os12g0628400	12	26902311	26904049	+
Os12g0637300	12	27314522	27314649	+
Os02g0105300	2	296447	298484	-
Os02g0108302	2	482502	482592	-
Os02g0111500	2	626382	629391	+
Os02g0116000	2	855698	855925	-
Os02g0126200	2	1375870	1376150	+
Os02g0131200	2	1635238	1635325	-
Os02g0133000	2	1735854	1737038	-
Os02g0134500	2	1829033	1829130	-
Os02g0137200	2	1974560	1974647	-
Os02g0139300	2	2097170	2097297	+
Os02g0140500	2	2177919	2178437	-
Os02g0145000	2	2487953	2488155	+
Os02g0146400	2	2550551	2550641	+
Os02g0147300	2	2599502	2600394	-
Os02g0150200	2	2772506	2774521	-
Os02g0150700	2	2793877	2793963	+
Os02g0155300	2	3037910	3038009	-
Os02g0162050	2	3345186	3345282	+
Os02g0164600	2	3467466	3468054	+
Os02g0165100	2	3507255	3507999	+
Os02g0166200	2	3557718	3558478	+
Os02g0166800	2	3595888	3596124	+
Os02g0167600	2	3655341	3655692	+
Os02g0168600	2	3708809	3709751	-
Os02g0174250	2	4079119	4079831	+
Os02g0174900	2	4104603	4106131	-
Os02g0180800	2	4500422	4511097	-
Os02g0184400	2	4716234	4716349	+
Os02g0187000	2	4829589	4829679	+
Os02g0189900	2	4975429	4981806	+
Os02g0192250	2	5123513	5123586	-
Os02g0197600	2	5469214	5469340	-
Os02g0200800	2	5623462	5623886	+
Os02g0200900	2	5630292	5630738	-
Os02g0205700	2	5930791	5931025	+
Os02g0206100	2	5955466	5955726	-
Os02g0208300	2	6072728	6072858	+
Os02g0209100	2	6132039	6132507	-
Os02g0209900	2	6158841	6159310	-
Os02g0211100	2	6205635	6206869	+
Os02g0211150	2	6207859	6213291	+
Os02g0215500	2	6471947	6472217	+
Os02g0218300	2	6608936	6609754	+
Os02g0218550	2	6622665	6622801	-
Os02g0219300	2	6656526	6656970	+
Os02g0221100	2	6749226	6749470	-
Os02g0227600	2	7165589	7165685	+
Os02g0228600	2	7237241	7237946	-
Os02g0234800	2	7632029	7632781	-
Os02g0246600	2	8278016	8278141	+
Os02g0247100	2	8324259	8324381	+
Os02g0253150	2	8612914	8613001	+
Os02g0254600	2	8714616	8714737	-
Os02g0256000	2	8835372	8835642	-
Os02g0258800	2	8974052	8977088	+
Os02g0260400	2	9054344	9055248	-
Os02g0272800	2	9913003	9919143	-
Os02g0280700	2	10386550	10388160	+
Os02g0286200	2	10760690	10761320	+
Os02g0286891	2	10787749	10788079	+
Os02g0287700	2	10853272	10853363	-
Os02g0289300	2	10944324	10944398	-
Os02g0292600	2	11116483	11117691	+
Os02g0298200	2	11428266	11428342	+
Os02g0298100	2	11430791	11430906	-
Os02g0304800	2	11879129	11879224	+
Os02g0307900	2	12090010	12090103	-
Os02g0315600	2	12505354	12506438	-
Os02g0324200	2	13005002	13005091	-
Os02g0326100	2	13122794	13126422	+
Os02g0326500	2	13137923	13138022	+
Os02g0435400	2	13864719	13865376	+
Os02g0437300	2	13963322	13964138	-
Os02g0448600	2	14557603	14557677	+
Os02g0453500	2	14985661	14985734	+
Os02g0461100	2	15445303	15445430	-
Os02g0462200	2	15497923	15498334	-
Os02g0464550	2	15603513	15605650	-
Os02g0465000	2	15626819	15627710	+
Os02g0467200	2	15725936	15726035	-
Os02g0503100	2	17806189	17806430	+
Os02g0509600	2	18219412	18219500	+
Os02g0510000	2	18230175	18231125	+
Os02g0510100	2	18231668	18231761	-
Os02g0510600	2	18252734	18255439	+
Os02g0515100	2	18572446	18573005	-
Os02g0517300	2	18711439	18711611	+
Os02g0518100	2	18827801	18827881	-
Os02g0519950	2	18918457	18919091	-
Os02g0523201	2	19086910	19087930	-
Os02g0525400	2	19194236	19194343	+
Os02g0527300	2	19311105	19312402	-
Os02g0542400	2	20148100	20148243	+
Os02g0546600	2	20491562	20491679	-
Os02g0556700	2	21058747	21058909	+
Os02g0559300	2	21228223	21228376	+
Os02g0565400	2	21474478	21475245	+
Os02g0570800	2	21811223	21812458	+
Os02g0573200	2	21979766	21979959	+
Os02g0575700	2	22096194	22098152	+
Os02g0577400	2	22177391	22177485	-
Os02g0586900	2	22622785	22622823	+
Os02g0591500	2	22866160	22866485	+
Os02g0593100	2	22955240	22955401	-
Os02g0593500	2	22973860	22974214	+
Os02g0606600	2	23768567	23768660	-
Os02g0610600	2	23992984	23993635	-
Os02g0612000	2	24090959	24091137	+
Os02g0615800	2	24350873	24351047	+
Os02g0616100	2	24373831	24374045	+
Os02g0616800	2	24434288	24434838	-
Os02g0617200	2	24486038	24486566	-
Os02g0632800	2	25350578	25350691	-
Os02g0635600	2	25490697	25490810	+
Os02g0650800	2	26235242	26236164	+
Os02g0653300	2	26348936	26349104	+
Os02g0655200	2	26456561	26457259	+
Os02g0658200	2	26617018	26617138	-
Os02g0661900	2	26801086	26801881	+
Os02g0664400	2	26978315	26978508	-
Os02g0673000	2	27387280	27387799	+
Os02g0691800	2	28415482	28415757	+
Os02g0704131	2	29026603	29026743	+
Os02g0707900	2	29259418	29259528	-
Os02g0709701	2	29364748	29364869	-
Os02g0710550	2	29431744	29431831	-
Os02g0723400	2	30065619	30065815	+
Os02g0724000	2	30094499	30096197	+
Os02g0729100	2	30343477	30343557	+
Os02g0731300	2	30461255	30464063	-
Os02g0731500	2	30469760	30469888	-
Os02g0731700	2	30475321	30475705	-
Os02g0733200	2	30567976	30569066	+
Os02g0733400	2	30578135	30578213	-
Os02g0736800	2	30764397	30764470	+
Os02g0742100	2	31083278	31083370	+
Os02g0744501	2	31227971	31228653	+
Os02g0759600	2	31987931	31988056	-
Os02g0769800	2	32462178	32462308	+
Os02g0769900	2	32464339	32464418	-
Os02g0770500	2	32490443	32490544	+
Os02g0776900	2	32841694	32842241	-
Os02g0781800	2	33133730	33134005	-
Os02g0784400	2	33301648	33301725	+
Os02g0789400	2	33542621	33542734	-
Os02g0793500	2	33724453	33724616	-
Os02g0801200	2	34090008	34090272	-
Os02g0802700	2	34223476	34224001	+
Os02g0807200	2	34484727	34484812	-
Os02g0807300	2	34488999	34489105	+
Os02g0818800	2	35125211	35126002	+
Os02g0829000	2	35635185	35636380	-
Os02g0832833	2	35812862	35813107	+
Os03g0101200	3	111578	111742	-
Os03g0101800	3	137229	137319	+
Os03g0105633	3	340497	340573	-
Os03g0106100	3	360658	364333	+
Os03g0112950	3	729327	729770	-
Os03g0122500	3	1270789	1270982	+
Os03g0124100	3	1404456	1404547	+
Os03g0126600	3	1508891	1508986	+
Os03g0126850	3	1522459	1522525	+
Os03g0128000	3	1579832	1580589	+
Os03g0130550	3	1727378	1727567	+
Os03g0130750	3	1747082	1748316	-
Os03g0131100	3	1779721	1779944	-
Os03g0133500	3	1883705	1883795	-
Os03g0145200	3	2506217	2506316	+
Os03g0146100	3	2563136	2563297	-
Os03g0155632	3	3006651	3006789	+
Os03g0156300	3	3037471	3037576	+
Os03g0159150	3	3170871	3174265	-
Os03g0164100	3	3463814	3463912	+
Os03g0167500	3	3650914	3651009	+
Os03g0168800	3	3707545	3707601	+
Os03g0179750	3	4187959	4188272	-
Os03g0181600	3	4273452	4274263	+
Os03g0183200	3	4367856	4368287	-
Os03g0183300	3	4372493	4373160	-
Os03g0184100	3	4416844	4416981	+
Os03g0184201	3	4420573	4420665	+
Os03g0185200	3	4474265	4474683	-
Os03g0185400	3	4480891	4480962	-
Os03g0192500	3	4816699	4817200	+
Os03g0197000	3	5088364	5090133	-
Os03g0200000	3	5253827	5253926	+
Os03g0201600	3	5321149	5321598	-
Os03g0202500	3	5378843	5378932	+
Os03g0203200	3	5423447	5425894	+
Os03g0210900	3	5796375	5796528	+
Os03g0211400	3	5808025	5810010	+
Os03g0211500	3	5814630	5814834	-
Os03g0218200	3	6218839	6223395	-
Os03g0219800	3	6294044	6294224	+
Os03g0227800	3	6755234	6756045	+
Os03g0229575	3	6865226	6865267	-
Os03g0231900	3	6977570	6977722	-
Os03g0232800	3	7043707	7043945	-
Os03g0235300	3	7139879	7139975	-
Os03g0237500	3	7274857	7275051	+
Os03g0237600	3	7277894	7278317	-
Os03g0245100	3	7675751	7675971	+
Os03g0247600	3	7800573	7801084	+
Os03g0248225	3	7832724	7832861	+
Os03g0257900	3	8339540	8340036	+
Os03g0259300	3	8405816	8406070	+
Os03g0265500	3	8761908	8763584	+
Os03g0269000	3	8945610	8946329	-
Os03g0269700	3	8983663	8983829	+
Os03g0276900	3	9384838	9384917	-
Os03g0277650	3	9422402	9422501	+
Os03g0281800	3	9647219	9647310	-
Os03g0296000	3	10364954	10365131	-
Os03g0300000	3	10549039	10549148	-
Os03g0302900	3	10687841	10687930	+
Os03g0305150	3	10825161	10825394	+
Os03g0307700	3	10951099	10951259	+
Os03g0317100	3	11415208	11415855	+
Os03g0324300	3	11777502	11777840	+
Os03g0325400	3	11837007	11839825	-
Os03g0327700	3	11962758	11966342	+
Os03g0331600	3	12220478	12222793	+
